"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_11_PI426266274",56,41,6704,"222546153_EZ002343.1","222546153_EZ002343.1_758-1393","CUST_11_PI426266274","FALSE","gi|222546153_EZ002343.1_758-1393","EZ002343.1","EZ002343.1","EZ002343","dipeptidyl peptidase 3","Dipeptidyl-peptidase 3 (dpp3)","Dipeptidyl-peptidase 3 (dpp3)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0.191514655206771,0,1,1,-5.85040485121535
"CUST_114_PI426232940",82,112,2323,"168989240_DQ483001.1","168989240_DQ483001.1_47-913","CUST_114_PI426232940","FALSE","gi|168989240_DQ483001.1_47-913","DQ483001.1","DQ483001.1","DQ483001","glyceraldehyde-3-phosphate dehydrogenase","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","","glycolysis","metabolism","regulation of apoptosis","MF","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0,0.224322101376453,0,1,1,-5.85040485121535
"CUST_115_PI426266615",39,61,9482,"AF285166_2534_2568","AF285166_2534_2568","CUST_115_PI426266615","FALSE","","AF285166","AF285166","AF285166","","decapentaplegic (dpp)","decapentaplegic (dpp)","","growth and development","(revisit)","growth and development","NCF","Acropora millepora","coral",NA,NA,0,0.118419781689386,0,1,1,-5.85040485121535
"CUST_1150_PI426227498",96,138,14,"222791541_EZ019929.1","222791541_EZ019929.1_402-578","CUST_1150_PI426227498","FALSE","gi|222791541_EZ019929.1_402-578","EZ019929.1","EZ019929.1","EZ019929","dual specificity phosphatase 14","Dual specificity protein phosphatase 14 (DUSP14)","Dual specificity protein phosphatase 14 (DUSP14)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.125539773623389,0,1,1,-5.85040485121535
"CUST_1155_PI426227498",91,152,827,"222791541_EZ019929.1","222791541_EZ019929.1_44-578","CUST_1155_PI426227498","FALSE","gi|222791541_EZ019929.1_44-578","EZ019929.1","EZ019929.1","EZ019929","dual specificity phosphatase 14","Dual specificity protein phosphatase 14 (DUSP14)","Dual specificity protein phosphatase 14 (DUSP14)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.164755008065997,0,1,1,-5.85040485121535
"CUST_1167_PI426227498",92,162,658,"222792017_EZ020405.1","222792017_EZ020405.1_78-1271","CUST_1167_PI426227498","FALSE","gi|222792017_EZ020405.1_78-1271","EZ020405.1","EZ020405.1","EZ020405","adenylate kinase 1","Adenylate kinase isoenzyme 1 (AK1)","Adenylate kinase isoenzyme 1 (AK1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.209748712487527,0,1,1,-5.85040485121535
"CUST_121_PI426266349",84,130,1986,"222785618_EZ014130.1","222785618_EZ014130.1_282-899","CUST_121_PI426266349","FALSE","gi|222785618_EZ014130.1_282-899","EZ014130.1","EZ014130.1","EZ014130","ubiquitin carboxyl-terminal hydrolase isozyme l5","Ubiquitin carboxyl-terminal hydrolase isozyme L5 (Uchl5)","Ubiquitin carboxyl-terminal hydrolase isozyme L5 (Uchl5)","","protein deubiquitination","DNA repair","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0,0.26575473291344,0,1,1,-5.85040485121535
"CUST_122_PI426227498",78,43,3095,"222546088_EZ002278.1","222546088_EZ002278.1_38-520","CUST_122_PI426227498","FALSE","gi|222546088_EZ002278.1_38-520","EZ002278.1","EZ002278.1","EZ002278","collagen alpha-2 chain precursor","Collagen alpha-2(I) chain (COL1A2)","Collagen alpha-2(I) chain (COL1A2)","","cytoskeletal","protein binding","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,0,0.140884743810931,0,1,1,-5.85040485121535
"CUST_123_PI426226868",38,38,9576,"222795748_EZ024136.1","222795748_EZ024136.1_119-882","CUST_123_PI426226868","FALSE","gi|222795748_EZ024136.1_119-882","EZ024136.1","EZ024136.1","EZ024136","cyclin-dependent kinase 7","Cell division protein kinase 7 (cdk7","Cell division protein kinase 7 (cdk7","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,0,0.0244850092613108,0,1,1,-5.85040485121535
"CUST_123_PI426232937",75,90,3482,"AY149132.1","AY149132.1","CUST_123_PI426232937","FALSE","gb|AY149132.1|gi|23986400","AY149132.1","AY149132.1","AY149132","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0,0,0,1,1,-5.85040485121535
"CUST_123_PI426266615",81,122,2482,"AF323688_1006_1041","AF323688_1006_1041","CUST_123_PI426266615","FALSE","","AF323688","AF323688.1","AF323688","","nuclear receptor AmNR8","nuclear receptor AmNR8","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0,0.14983450633988,0,1,1,-5.85040485121535
"CUST_1244_PI426227498",78,94,2988,"222796735_EZ025123.1","222796735_EZ025123.1_36-561","CUST_1244_PI426227498","FALSE","gi|222796735_EZ025123.1_36-561","EZ025123.1","EZ025123.1","EZ025123","ras-related protein rab-","Ras-related protein Rab-3 (Rab3)","Ras-related protein Rab-3 (Rab3)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.158809820763154,0,1,1,-5.85040485121535
"CUST_125_PI426264540",87,54,1532,"222788032_EZ016504.1","222788032_EZ016504.1_109-741","CUST_125_PI426264540","FALSE","gi|222788032_EZ016504.1_109-741","EZ016504.1","EZ016504.1","EZ016504","arachidonate 5-lipoxygenase","Allene oxide synthase-lipoxygenase","Allene oxide synthase-lipoxygenase","","lipid metabolism","metal ion binding","metabolism","NCF","Acropora millepora","coral",NA,NA,0,0.344860139390771,0,1,1,-5.85040485121535
"CUST_126_PI426265159",92,60,709,"222793564_EZ021952.1","222793564_EZ021952.1_571-915","CUST_126_PI426265159","FALSE","gi|222793564_EZ021952.1_571-915","EZ021952.1","EZ021952.1","EZ021952","glutamate dehydrogenase 1","Glutamate dehydrogenase 1","Glutamate dehydrogenase 1","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,0,0.297864681157574,0,1,1,-5.85040485121535
"CUST_13_PI426232934",83,1,2296,"62767032_AY916504.1","62767032_AY916504.1_689-829","CUST_13_PI426232934","FALSE","gi|62767032_AY916504.1_689-829","AY916504.1","AY916504.1","AY916504","","superoxide dismutase","superoxide dismutase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Symbiodinium sp.","zooxanthellae",NA,NA,0,0.241790480960161,0,1,1,-5.85040485121535
"CUST_13_PI426245467",58,77,6358,"222802765_EZ031153.1","222802765_EZ031153.1_183-554","CUST_13_PI426245467","FALSE","gi|222802765_EZ031153.1_183-554","EZ031153.1","EZ031153.1","EZ031153","calcium-binding protein p22","Calcium-binding protein p22 (Chp)","Calcium-binding protein p22 (Chp)","","calcium signaling","metal ion binding","signaling","MF","Acropora millepora","coral",NA,NA,0,0.120895240480081,0,1,1,-5.85040485121535
"CUST_13_PI426247733",52,88,7255,"222547206_EZ003119.1","222547206_EZ003119.1_23-241","CUST_13_PI426247733","FALSE","gi|222547206_EZ003119.1_23-241","EZ003119.1","EZ003119.1","EZ003119","otx2 protein","Homeobox protein OTX2-B (otx2-B","Homeobox protein OTX2-B (otx2-B","","homeobox","DNA binding","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0,0.167490210667623,0,1,1,-5.85040485121535
"CUST_13_PI426266363",93,77,618,"222779537_EZ008208.1","222779537_EZ008208.1_671-997","CUST_13_PI426266363","FALSE","gi|222779537_EZ008208.1_671-997","EZ008208.1","EZ008208.1","EZ008208","u1 small nuclear ribonucleoprotein 70 kda","U1 small nuclear ribonucleoprotein 70 kDa (snrp70)","U1 small nuclear ribonucleoprotein 70 kDa (snrp70)","","splicing","mRNA processing_gene expressiong","nucleic acid modification","NCF","Acropora millepora","coral",NA,NA,0,0.27083989891069,0,1,1,-5.85040485121535
"CUST_132_PI426266271",65,5,5246,"222785034_EZ013668.1","222785034_EZ013668.1_73-997","CUST_132_PI426266271","FALSE","gi|222785034_EZ013668.1_73-997","EZ013668.1","EZ013668.1","EZ013668","RING finger protein 11","RING finger protein 11 (Rnf11)","RING finger protein 11 (Rnf11)","","protein ubiquitination","zinc ion binding_inflammation","signaling","MF","Acropora millepora","coral",NA,NA,0,0.0336250483350789,0,1,1,-5.85040485121535
"CUST_136_PI426226915",93,162,494,"222793775_EZ022163.1","222793775_EZ022163.1_175-1266","CUST_136_PI426226915","FALSE","gi|222793775_EZ022163.1_175-1266","EZ022163.1","EZ022163.1","EZ022163","dystrophin","Dystrophin (DMD)","Dystrophin (DMD)","","cytoskeletal","actin binding_signaling","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,0,0.0336250483350789,0,1,1,-5.85040485121535
"CUST_138_PI426266274",84,32,2035,"222795822_EZ024210.1","222795822_EZ024210.1_54-616","CUST_138_PI426266274","FALSE","gi|222795822_EZ024210.1_54-616","Ac_10","EZ024210","Ac_10","","Similar to Glutathione S-transferase Mu 3 (GSTM3)","Similar to Glutathione S-transferase Mu 3 (GSTM3)","","Old Combimatrix array","(revisit)","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,0,0.104884647140774,0,1,1,-5.85040485121535
"CUST_1385_PI426227498",81,76,2505,"222801142_EZ029530.1","222801142_EZ029530.1_6-756","CUST_1385_PI426227498","FALSE","gi|222801142_EZ029530.1_6-756","EZ029530.1","EZ029530.1","EZ029530","ras-related protein rab-28","Ras-related protein Rab-28 (RAB28)","Ras-related protein Rab-28 (RAB28)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.203666974893838,0,1,1,-5.85040485121535
"CUST_1390_PI426227498",34,137,10264,"222801142_EZ029530.1","222801142_EZ029530.1_67-171","CUST_1390_PI426227498","FALSE","gi|222801142_EZ029530.1_67-171","EZ029530.1","EZ029530.1","EZ029530","ras-related protein rab-28","Ras-related protein Rab-28 (RAB28)","Ras-related protein Rab-28 (RAB28)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.85040485121535
"CUST_14_PI426246035",38,55,9649,"222792020_EZ020408.1","222792020_EZ020408.1_177-960","CUST_14_PI426246035","FALSE","gi|222792020_EZ020408.1_177-960","EZ020408.1","EZ020408.1","EZ020408","fructose- -bisphosphatase 1","Fructose-1,6-bisphosphatase 1 (FBP1)","Fructose-1,6-bisphosphatase 1 (FBP1)","","gluconeogenesis","(revisit)","metabolism","NCF","Acropora millepora","coral",NA,NA,0,0.133865162332545,0,1,1,-5.85040485121535
"CUST_141_PI426227893",95,161,248,"222785904_EZ014386.1","222785904_EZ014386.1_24-512","CUST_141_PI426227893","FALSE","gi|222785904_EZ014386.1_24-512","EZ014386.1","EZ014386.1","EZ014386","oxidoreductase htatip2-like protein","Oxidoreductase HTATIP2 (Htatip2","Oxidoreductase HTATIP2 (Htatip2","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0,0.128073859521288,0,1,1,-5.85040485121535
"CUST_141_PI426266349",54,155,6975,"222785892_EZ014374.1","222785892_EZ014374.1_450-608","CUST_141_PI426266349","FALSE","gi|222785892_EZ014374.1_450-608","EZ014374.1","EZ014374.1","EZ014374","ubiquitin-conjugating enzyme e2 a","Ubiquitin-conjugating enzyme E2 A (Ube2a)","Ubiquitin-conjugating enzyme E2 A (Ube2a)","","protein ubiquitination","protein binding_immune response","protein modification","MF","Acropora millepora","coral",NA,NA,0,0.241790480960161,0,1,1,-5.85040485121535
"CUST_1430_PI426227498",87,109,1586,"222801776_EZ030164.1","222801776_EZ030164.1_100-866","CUST_1430_PI426227498","FALSE","gi|222801776_EZ030164.1_100-866","EZ030164.1","EZ030164.1","EZ030164","vav 1 oncogene","Proto-oncogene vav (Vav1","Proto-oncogene vav (Vav1","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.297864681157574,0,1,1,-5.85040485121535
"CUST_1449_PI426227498",94,83,451,"222802019_EZ030407.1","222802019_EZ030407.1_132-804","CUST_1449_PI426227498","FALSE","gi|222802019_EZ030407.1_132-804","EZ030407.1","EZ030407.1","EZ030407","developmentally-regulated gtp-binding protein 2","Developmentally-regulated GTP-binding protein 2 (DRG2)","Developmentally-regulated GTP-binding protein 2 (DRG2)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.21280996576839,0,1,1,-5.85040485121535
"CUST_146_PI426266271",68,99,4707,"222786987_EZ015459.1","222786987_EZ015459.1_275-1674","CUST_146_PI426266271","FALSE","gi|222786987_EZ015459.1_275-1674","EZ015459.1","EZ015459.1","EZ015459","gtp-binding protein 1","GTP-binding protein 1 (Gtpbp1)","GTP-binding protein 1 (Gtpbp1)","","nucleic acid binding","signal transduction","immune response","SR","Acropora millepora","coral",NA,NA,0,0.17900529807647,0,1,1,-5.85040485121535
"CUST_149_PI426266615",72,1,4100,"AY360081_1055_1089","AY360081_1055_1089","CUST_149_PI426266615","FALSE","","AY360081","AY360081.1","AY360081","","actin, beta (ACTB, act-2, beta-actin, B-actin)","actin, beta (ACTB, act-2, beta-actin, B-actin)","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Stylophora pistillata","coral",NA,NA,0,0.148030174817694,0,1,1,-5.85040485121535
"CUST_15_PI426244603",62,28,5645,"154814309_EU035527.1","154814309_EU035527.1_1-678","CUST_15_PI426244603","FALSE","gi|154814309_EU035527.1_1-678","EU035527.1","EU035527.1","EU035527","cyan fluorescent protein","Cyan fluorescent GFP-like protein","Cyan fluorescent GFP-like protein","","bioluminescence","(revisit)","bioluminescence","NCF","Montastraea cavernosa","coral",NA,NA,0,0.181655223152773,0,1,1,-5.85040485121535
"CUST_153_PI426266274",92,80,699,"222801296_EZ029684.1","222801296_EZ029684.1_1303-1410","CUST_153_PI426266274","FALSE","gi|222801296_EZ029684.1_1303-1410","EZ029684.1","EZ029684.1","EZ029684","glutathione synthetase","Glutathione synthetase (Gss)","Glutathione synthetase (Gss)","","reactive O2 species metabolism","metabolism of xenobiotics & drugs","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,0,0.487864425244218,0,1,1,-5.85040485121535
"CUST_156_PI426265159",75,152,3451,"222794957_EZ023345.1","222794957_EZ023345.1_289-727","CUST_156_PI426265159","FALSE","gi|222794957_EZ023345.1_289-727","EZ023345.1","EZ023345.1","EZ023345","carbonyl reductase 1","Carbonyl reductase","Carbonyl reductase","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,0,0.0919147252883097,0,1,1,-5.85040485121535
"CUST_159_PI426232937",74,45,3750,"AY149152.1","AY149152.1","CUST_159_PI426232937","FALSE","gb|AY149152.1|gi|23986513","AY149152.1","AY149152.1","AY149152","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0,0,0,1,1,-5.85040485121535
"CUST_162_PI426226915",81,96,2495,"226331204_FJ790229.1","226331204_FJ790229.1_1-276","CUST_162_PI426226915","FALSE","gi|226331204_FJ790229.1_1-276","FJ790229.1","FJ790229.1","FJ790229","cytoplasmic actin","beta-actin","beta-actin","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,-3.5527136788005e-15,12.0933494707714,-1.67441014739261e-14,0.999999999999987,1,-5.85040485121535
"CUST_166_PI426266615",93,153,580,"CN629960_145_181","CN629960_145_181","CUST_166_PI426266615","FALSE","","CN629960","CN629960.1","CN629960","","Ribophorin","Ribophorin","","protein modification","(revisit)","protein modification","MF","Hydra magnipapillata ","hydrozoa",NA,NA,0,0.0592098908446928,0,1,1,-5.85040485121535
"CUST_18_PI426245467",90,121,1088,"222802765_EZ031153.1","222802765_EZ031153.1_1737-1922","CUST_18_PI426245467","FALSE","gi|222802765_EZ031153.1_1737-1922","EZ031153.1","EZ031153.1","EZ031153","calcium-binding protein p22","Calcium-binding protein p22 (Chp)","Calcium-binding protein p22 (Chp)","","calcium signaling","metal ion binding","signaling","MF","Acropora millepora","coral",NA,NA,0,0.0816748529662386,0,1,1,-5.85040485121535
"CUST_181_PI426266615",91,43,963,"CX_sal(19c4)_13_47","CX_sal(19c4)_13_47","CUST_181_PI426266615","FALSE","","CXsal(19c4)","JK822208.1","CX_sal(19c4)","","N-acetyl-D-glucosamine kinase (Nagk)","N-acetyl-D-glucosamine kinase (Nagk)","","metabolism-mixed","(revisit)","metabolism","NCF","Montastraea cavernosa","coral",NA,NA,0,0.344627785000744,0,1,1,-5.85040485121535
"CUST_183_PI426246026",74,108,3637,"222782602_EZ011273.1","222782602_EZ011273.1_738-1007","CUST_183_PI426246026","FALSE","gi|222782602_EZ011273.1_738-1007","EZ011273.1","EZ011273.1","EZ011273","nadh dehydrogenase","NADH dehydrogenase","NADH dehydrogenase","","ETC","redox homeostasis","cellular respiration","MF","Acropora millepora","coral",NA,NA,0,0.120895240480081,0,1,1,-5.85040485121535
"CUST_185_PI426226825",78,78,2996,"222779472_EZ008143.1","222779472_EZ008143.1_101-819","CUST_185_PI426226825","FALSE","gi|222779472_EZ008143.1_101-819","EZ008143.1","EZ008143.1","EZ008143","nadh-ubiquinone oxidoreductase 75 kda mitochondrial precursor","NADH-ubiquinone oxidoreductase 75 kDa subunit","NADH-ubiquinone oxidoreductase 75 kDa subunit","","apoptosis","mitochondrial respiration ETC","respiration","NCF","Acropora millepora","coral",NA,NA,0,0.0592098908446928,0,1,1,-5.85040485121535
"CUST_187_PI426264540",76,95,3397,"222788032_EZ016504.1","222788032_EZ016504.1_109-943","CUST_187_PI426264540","FALSE","gi|222788032_EZ016504.1_109-943","EZ016504.1","EZ016504.1","EZ016504","arachidonate 5-lipoxygenase","Allene oxide synthase-lipoxygenase","Allene oxide synthase-lipoxygenase","","lipid metabolism","metal ion binding","metabolism","NCF","Acropora millepora","coral",NA,NA,0,0.249434436258341,0,1,1,-5.85040485121535
"CUST_189_PI426226825",90,52,1041,"222782249_EZ010920.1","222782249_EZ010920.1_66-943","CUST_189_PI426226825","FALSE","gi|222782249_EZ010920.1_66-943","EZ010920.1","EZ010920.1","EZ010920","apoptosis-inducing factor -like mitochondrion-associated inducer of isoform cra_a","Apoptosis-inducing factor 2 (Aifm2)","Apoptosis-inducing factor 2 (Aifm2)","","apoptosis","apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0,0.285650248546078,0,1,1,-5.85040485121535
"CUST_19_PI426244597",49,23,7861,"222784716_EZ013354.1","222784716_EZ013354.1_98-400","CUST_19_PI426244597","FALSE","gi|222784716_EZ013354.1_98-400","EZ013354.1","EZ013354.1","EZ013354","transport protein sec61 subunit alpha 2","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","","protein transport","autophagy_phagocytosis","protein transport","NCF","Acropora millepora","coral",NA,NA,0,0.16745961852363,0,1,1,-5.85040485121535
"CUST_19_PI426266615",76,80,3323,"AB201749_1369_1403","AB201749_1369_1403","CUST_19_PI426266615","FALSE","","AB201749","AB201749.1","AB201749","","HSP70 mRNA for heat shock protein 70","HSP70 mRNA for heat shock protein 70","","protein modification","(revisit)","molecular chaperone","SR","Pocillopora damicornis","coral",NA,NA,0,0.158809820763154,0,1,1,-5.85040485121535
"CUST_190_PI426266615",55,80,6767,"Dk(C)A2_113_147","Dk(C)A2_113_147","CUST_190_PI426266615","FALSE","","Dk(C)A2","JK822209.1","Dk(C)A2","","iron-binding proteins (transferrins)","iron-binding proteins (transferrins)","","immune response","(revisit)","immune response","MF","Montastraea cavernosa","coral",NA,NA,0,0.24174923162819,0,1,1,-5.85040485121535
"CUST_191_PI426266615",94,101,442,"Dk(C)A2_113_147","Dk(C)A2_113_147","CUST_191_PI426266615","FALSE","","Dk(C)A2","JK822209.1","Dk(C)A2","","iron-binding proteins (transferrins)","iron-binding proteins (transferrins)","","immune response","(revisit)","immune response","MF","Montastraea cavernosa","coral",NA,NA,0,0.0919147252883097,0,1,1,-5.85040485121535
"CUST_195_PI426265159",45,152,8371,"222801996_EZ030384.1","222801996_EZ030384.1_1920-2060","CUST_195_PI426265159","FALSE","gi|222801996_EZ030384.1_1920-2060","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0.241790480960161,0,1,1,-5.85040485121535
"CUST_198_PI426226825",34,120,10191,"222783869_EZ012529.1","222783869_EZ012529.1_2-617","CUST_198_PI426226825","FALSE","gi|222783869_EZ012529.1_2-617","EZ012529.1","EZ012529.1","EZ012529","selenoprotein s","Selenoprotein S (SELS)","Selenoprotein S (SELS)","","apoptosis","inflammation_apoptosis_redox","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0.188145337150239,0,1,1,-5.85040485121535
"CUST_2_PI426244597",90,50,1042,"222782860_EZ011531.1","222782860_EZ011531.1_9-206","CUST_2_PI426244597","FALSE","gi|222782860_EZ011531.1_9-206","EZ011531.1","EZ011531.1","EZ011531","autophagy-related protein 10","Autophagy-related protein 10 (Atg10)","Autophagy-related protein 10 (Atg10)","","autophagy","autophagy","protein transport","MF","Acropora millepora","coral",NA,NA,0,0.128269823153781,0,1,1,-5.85040485121535
"CUST_2_PI426266594",75,164,3445,"75858836_DQ144986.1","75858836_DQ144986.1_43-546","CUST_2_PI426266594","FALSE","gi|75858836_DQ144986.1_43-546","DQ144986.1","DQ144986.1","DQ144986","","ubiquitin-conjugating enzyme","ubiquitin conjugating enzyme","","protein ubiquitination","protein binding_immune response","protein modification","ZOOX - protein modification","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0,0.396264367372116,0,1,1,-5.85040485121535
"CUST_200_PI426266615",76,134,3296,"DQ218058_1015_1049","DQ218058_1015_1049","CUST_200_PI426266615","FALSE","","DQ218058","DQ218058.1","DQ218058","","caspase-like protein mRNA (CASP3)","caspase-like protein mRNA (CASP3)","","apoptosis","(revisit)","regulation of apoptosis","MF","Aiptasia pallida","anemone",NA,NA,0,0.174319515601191,0,1,1,-5.85040485121535
"CUST_201_PI426265159",49,128,7727,"222801996_EZ030384.1","222801996_EZ030384.1_2427-2558","CUST_201_PI426265159","FALSE","gi|222801996_EZ030384.1_2427-2558","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0.0836949001060037,0,1,1,-5.85040485121535
"CUST_202_PI426227893",83,142,2144,"222799841_EZ028229.1","222799841_EZ028229.1_704-841","CUST_202_PI426227893","FALSE","gi|222799841_EZ028229.1_704-841","EZ028229.1","EZ028229.1","EZ028229","developmentally regulated gtp binding protein 1","Developmentally-regulated GTP-binding protein 1 (drg1)","Developmentally-regulated GTP-binding protein 1 (drg1)","","cell growth regulation","multicellular organismal development","growth and development","NCF","Acropora millepora","coral",NA,NA,0,0.0336250483350789,0,1,1,-5.85040485121535
"CUST_206_PI426265159",27,74,11362,"222801996_EZ030384.1","222801996_EZ030384.1_31-2558","CUST_206_PI426265159","FALSE","gi|222801996_EZ030384.1_31-2558","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.85040485121535
"CUST_21_PI426245463",88,107,1423,"222798880_EZ027268.1","222798880_EZ027268.1_25-1626","CUST_21_PI426245463","FALSE","gi|222798880_EZ027268.1_25-1626","EZ027268.1","EZ027268.1","EZ027268","bone morphogenetic protein type 1b","Bone morphogenetic protein receptor type-1B (Bmpr1b)","Bone morphogenetic protein receptor type-1B (Bmpr1b)","","calcification","calcium ion binding","proteolysis","MF","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.85040485121535
"CUST_21_PI426246029",73,137,3868,"222784062_EZ012720.1","222784062_EZ012720.1_471-1160","CUST_21_PI426246029","FALSE","gi|222784062_EZ012720.1_471-1160","EZ012720.1","EZ012720.1","EZ012720","chymotrypsinogen b1","Chymotrypsinogen B (Ctrb1)","Chymotrypsinogen B (Ctrb1)","","digestion_storage","protease_endopeptidase","proteolysis","MF","Acropora millepora","coral",NA,NA,0,0.120895240480081,0,1,1,-5.85040485121535
"CUST_21_PI426266278",88,98,1346,"222784299_EZ012957.1","222784299_EZ012957.1_82-228","CUST_21_PI426266278","FALSE","gi|222784299_EZ012957.1_82-228","EZ012957.1","EZ012957.1","EZ012957","lonp2 protein","Peroxisomal Lon protease homolog 2 (Lonp2)","Peroxisomal Lon protease homolog 2 (Lonp2)","","peroxisomal","protein binding_misfolded protein degredation","molecular chaperone","MF","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.85040485121535
"CUST_21_PI426266360",77,130,3134,"222793958_EZ022346.1","222793958_EZ022346.1_42-503","CUST_21_PI426266360","FALSE","gi|222793958_EZ022346.1_42-503","EZ022346.1","EZ022346.1","EZ022346","glutathione peroxidase 7","Glutathione peroxidase 7 (GPX7)","Glutathione peroxidase 7 (GPX7)","","reactive O2 species metabolism","oxidoreductase","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0.0816748529662386,0,1,1,-5.85040485121535
"CUST_21_PI426266363",72,76,3981,"222782973_EZ011643.1","222782973_EZ011643.1_57-401","CUST_21_PI426266363","FALSE","gi|222782973_EZ011643.1_57-401","EZ011643.1","EZ011643.1","EZ011643","atp-dependent rna helicase ddx54","ATP-dependent RNA helicase DDX54 (DDX54","ATP-dependent RNA helicase DDX54 (DDX54","","transcription machinery","suppression of transcription","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0,0.14983450633988,0,1,1,-5.85040485121535
"CUST_213_PI426226825",70,76,4309,"222784955_EZ013589.1","222784955_EZ013589.1_166-1471","CUST_213_PI426226825","FALSE","gi|222784955_EZ013589.1_166-1471","EZ013589.1","EZ013589.1","EZ013589","bifunctional apoptosis regulator","Bifunctional apoptosis regulator (BFAR)","Bifunctional apoptosis regulator (BFAR)","","apoptosis","apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0,0.39446003584993,0,1,1,-5.85040485121535
"CUST_219_PI426227486",76,124,3301,"222783340_EZ012005.1","222783340_EZ012005.1_1-1265","CUST_219_PI426227486","FALSE","gi|222783340_EZ012005.1_1-1265","EZ012005.1","EZ012005.1","EZ012005","carbonic anhydrase","Carbonic anhydrase (cahz)","Carbonic anhydrase (cahz)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.85040485121535
