"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_174_PI426232937",94,115,435,"AY149163.1","AY149163.1","CUST_174_PI426232937","FALSE","gb|AY149163.1|gi|23986583","AY149163.1","AY149163.1","AY149163","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium kawagutii","zooxanthellae",NA,NA,0.00675756239439973,0.560883601303695,0.0174083914081678,0.986554482111539,1,-5.64501053434654
"CUST_18_PI426227881",84,8,2047,"159024327_EU116937.1","159024327_EU116937.1_673-816","CUST_18_PI426227881","FALSE","gi|159024327_EU116937.1_673-816","EU116937.1","EU116937.1","EU116937","","small GTP-binding protein Rab4","small GTP-binding protein Rab4","","protein transport","membrane recycling_symbiosome biogenesis","signaling","MF","Aiptasia pulchella","anemone",NA,NA,-0.00706646687013962,0.461614875135705,-0.016446046769825,0.987297679160008,1,-5.64502668999371
"CUST_183_PI426266615",91,16,895,"CX_sal(19c4)_13_47","CX_sal(19c4)_13_47","CUST_183_PI426266615","FALSE","","CXsal(19c4)","JK822208.1","CX_sal(19c4)","","N-acetyl-D-glucosamine kinase (Nagk)","N-acetyl-D-glucosamine kinase (Nagk)","","metabolism-mixed","(revisit)","metabolism","NCF","Montastraea cavernosa","coral",NA,NA,-0.00657280427391227,0.573198816312555,-0.0162685782761635,0.987434735547877,1,-5.64502956899956
"CUST_697_PI426227498",46,32,8267,"222783825_EZ012485.1","222783825_EZ012485.1_36-1392","CUST_697_PI426227498","FALSE","gi|222783825_EZ012485.1_36-1392","EZ012485.1","EZ012485.1","EZ012485","ras association domain-containing protein 1-like","Ras association domain-containing protein 1 (Rassf1)","Ras association domain-containing protein 1 (Rassf1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.00725171291310633,0.578173830219076,0.0160176012253993,0.987628562308817,1,-5.64503358718935
"CUST_39_PI426226825",62,69,5706,"222545015_EZ001205.1","222545015_EZ001205.1_1125-1418","CUST_39_PI426226825","FALSE","gi|222545015_EZ001205.1_1125-1418","EZ001205.1","EZ001205.1","EZ001205","programmed cell death-involved","Programmed cell death protein 4 (PDCD4)","Programmed cell death protein 4 (PDCD4)","","apoptosis","apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0.00658390125822184,0.698203969383788,0.0157876273315299,0.987806169340783,1,-5.64503721427095
"CUST_1096_PI426227498",89,41,1292,"222789351_EZ017783.1","222789351_EZ017783.1_129-302","CUST_1096_PI426227498","FALSE","gi|222789351_EZ017783.1_129-302","EZ017783.1","EZ017783.1","EZ017783","map kinase-activated protein kinase 5","MAP kinase-activated protein kinase 5 (Mapkapk5)","MAP kinase-activated protein kinase 5 (Mapkapk5)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.00420220451534203,0.675812340104977,0.015662306661784,0.987902953817182,1,-5.64503916871422
"CUST_698_PI426227498",60,145,5996,"222783825_EZ012485.1","222783825_EZ012485.1_36-1392","CUST_698_PI426227498","FALSE","gi|222783825_EZ012485.1_36-1392","EZ012485.1","EZ012485.1","EZ012485","ras association domain-containing protein 1-like","Ras association domain-containing protein 1 (Rassf1)","Ras association domain-containing protein 1 (Rassf1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.00706646687013962,0.437330686785626,0.0150744980555987,0.988356918066027,1,-5.64504812805345
"CUST_256_PI426232940",94,4,409,"288950303_GQ501374.1","288950303_GQ501374.1_172-438","CUST_256_PI426232940","FALSE","gi|288950303_GQ501374.1_172-438","GQ501374.1","GQ501374.1","GQ501374","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp. clade A","zooxanthellae",NA,NA,-0.00290365211349641,5.71264288295713,-0.0150055283758919,0.988410183611458,1,-5.64504915682367
"CUST_13_PI426244593",75,10,3522,"222785593_EZ014105.1","222785593_EZ014105.1_24-926","CUST_13_PI426244593","FALSE","gi|222785593_EZ014105.1_24-926","EZ014105.1","EZ014105.1","EZ014105","l-lactate dehydrogenase","L-lactate dehydrogenase B chain (LDHB","L-lactate dehydrogenase B chain (LDHB)","","glycolysis","(revisit)","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.00659784584618439,0.416903445371574,-0.01442265937567,0.988860338012437,1,-5.6450576626605
"CUST_108_PI426232940",95,120,187,"71372562_DQ082986.1","71372562_DQ082986.1_358-522","CUST_108_PI426232940","FALSE","gi|71372562_DQ082986.1_358-522","DQ082986.1","DQ082986.1","DQ082986","cytochrome b","cytochrome b gene (cob) mitochondrial (MT-CYB)","cytochrome b gene (cob) mitochondrial (MT-CYB)","","ETC","cell respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,0.00224026315441606,8.89270932325386,0.0117347267526521,0.99093630256901,1,-5.64509252833478
"CUST_259_PI426227486",78,20,3025,"222784087_EZ012745.1","222784087_EZ012745.1_67-1629","CUST_259_PI426227486","FALSE","gi|222784087_EZ012745.1_67-1629","EZ012745.1","EZ012745.1","EZ012745","mosc domain-containing protein mitochondrial precursor","MOSC domain-containing protein 1","MOSC domain-containing protein 1","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.00481155072583084,0.297864681157574,0.0107597207841301,0.991689345771085,1,-5.64510340437687
"CUST_66_PI426266317",68,86,4632,"222782121_EZ010792.1","222782121_EZ010792.1_79-393","CUST_66_PI426266317","FALSE","gi|222782121_EZ010792.1_79-393","EZ010792.1","EZ010792.1","EZ010792","disrupted in renal carcinoma 2","Disrupted in renal carcinoma protein 2 homolog (Dirc2)","Disrupted in renal carcinoma protein 2 homolog (Dirc2)","","transport","membrane transport_integral to membrane","transmembrane transport","NCF","Acropora millepora","coral",NA,NA,-0.00293288866214148,0.231699635850938,-0.0103969932187483,0.991969499739361,1,-5.64510720993175
"CUST_258_PI426232940",67,29,4906,"288950303_GQ501374.1","288950303_GQ501374.1_172-438","CUST_258_PI426232940","FALSE","gi|288950303_GQ501374.1_172-438","GQ501374.1","GQ501374.1","GQ501374","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp. clade A","zooxanthellae",NA,NA,-0.00211575678906328,5.92839953990969,-0.0102968951974477,0.992046811026003,1,-5.64510823713673
"CUST_106_PI426226915",91,1,984,"222782614_EZ011285.1","222782614_EZ011285.1_56-748","CUST_106_PI426226915","FALSE","gi|222782614_EZ011285.1_56-748","EZ011285.1","EZ011285.1","EZ011285","actin binding lim protein 1","Actin-binding LIM protein 1 (Ablim1)","Actin-binding LIM protein 1 (Ablim1)","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,-0.00410373499621675,0.678228073264672,-0.00993066242209452,0.992329673792629,1,-5.64511191072499
"CUST_83_PI426266615",71,62,4152,"Ac_31_152_190","Ac_31_152_190","CUST_83_PI426266615","FALSE","","Ac_31","EZ026766.1","Ac_31","","NADH dehydrogenase","NADH dehydrogenase","","respiration","(revisit)","cellular respiration","NCF","Acropora millepora","coral",NA,NA,0.00481155072583084,0.418759921637655,0.00980997961198795,0.992422884367688,1,-5.6451130921246
"CUST_231_PI426232940",91,101,934,"288950286_GQ501357.1","288950286_GQ501357.1_7-480","CUST_231_PI426232940","FALSE","gi|288950286_GQ501357.1_7-480","GQ501357.1","GQ501357.1","GQ501357","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.002334115960962,5.59122718500294,-0.00975436479573298,0.992465839069172,1,-5.64511363169243
"CUST_11_PI426232931",16,36,13185,"168989227_DQ482988.1","168989227_DQ482988.1_284-421","CUST_11_PI426232931","FALSE","gi|168989227_DQ482988.1_284-421","DQ482988.1","DQ482988.1","DQ482988","signal peptidase complex subunit 1","peptidase-like mRNA sequence","peptidase-like mRNA sequence","","misc","(revisit)","misc (fix)","misc","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0.00473723902281575,0.810095368258408,0.00905318655768775,0.993007403831952,1,-5.6451201712954
"CUST_55_PI426266278",59,148,6077,"222790560_EZ018948.1","222790560_EZ018948.1_259-1041","CUST_55_PI426266278","FALSE","gi|222790560_EZ018948.1_259-1041","EZ018948.1","EZ018948.1","EZ018948","peroxisomal -enoyl- isomerase protein","Peroxisomal 3,2-trans-enoyl-CoA isomerase (PECI)","Peroxisomal 3,2-trans-enoyl-CoA isomerase (PECI)","","peroxisomal","fatty acid catabolic process_receptor binding","signaling","MF","Acropora millepora","coral",NA,NA,-0.00245390371056534,0.184749664468081,-0.00885674421925318,0.993159129513468,1,-5.64512191599327
"CUST_212_PI426227893",89,113,1256,"222802285_EZ030673.1","222802285_EZ030673.1_6-1667","CUST_212_PI426227893","FALSE","gi|222802285_EZ030673.1_6-1667","EZ030673.1","EZ030673.1","EZ030673","histone deacetylase 1","Histone deacetylase 1 (HDAC1)","Histone deacetylase 1 (HDAC1)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.00368207630300199,0.482200183306697,-0.00876863174809445,0.993227184821505,1,-5.64512268612879
"CUST_208_PI426227486",89,152,1155,"222783290_EZ011957.1","222783290_EZ011957.1_100-1292","CUST_208_PI426227486","FALSE","gi|222783290_EZ011957.1_100-1292","EZ011957.1","EZ011957.1","EZ011957","protein amp- gamma 1 non-catalytic subunit","5'-AMP-activated protein kinase subunit gamma-2 (Prkag2","5'-AMP-activated protein kinase subunit gamma-2 (Prkag2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.00357207808441184,0.744807042666321,-0.00781976878683576,0.993960060443019,1,-5.64513049161471
"CUST_43_PI426226978",96,7,161,"222781510_EZ010181.1","222781510_EZ010181.1_31-889","CUST_43_PI426226978","FALSE","gi|222781510_EZ010181.1_31-889","EZ010181.1","EZ010181.1","EZ010181","dna-damage inducible protein 2","Protein DDI1 homolog 2 (ddi2)","Protein DDI1 homolog 2 (ddi2)","","DNA damage repair","SOS response","DNA repair","SR","Acropora millepora","coral",NA,NA,-0.00325797613547918,0.38492836530367,-0.00720334205681357,0.994436174814008,1,-5.64513508395503
"CUST_24_PI426227495",96,22,72,"222783851_EZ012511.1","222783851_EZ012511.1_237-1538","CUST_24_PI426227495","FALSE","gi|222783851_EZ012511.1_237-1538","EZ012511.1","EZ012511.1","EZ012511","ribosome binding protein 1 homolog 180kda","Ribosome-binding protein 1 (Rrbp1)","Ribosome-binding protein 1 (Rrbp1)","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,0.00325797613547962,0.732651237162029,0.00684605452168866,0.994712136909889,1,-5.6451375732062
"CUST_416_PI426227498",89,29,1298,"222781256_EZ009927.1","222781256_EZ009927.1_22-1405","CUST_416_PI426227498","FALSE","gi|222781256_EZ009927.1_22-1405","EZ009927.1","EZ009927.1","EZ009927","dual specificity phosphatase 23","Dual specificity protein phosphatase 23 (Dusp23)","Dual specificity protein phosphatase 23 (Dusp23)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.00341187361371798,0.563165033882308,0.00618108116869856,0.995225751679553,1,-5.64514186903334
"CUST_902_PI426227498",81,80,2503,"222785316_EZ013950.1","222785316_EZ013950.1_67-516","CUST_902_PI426227498","FALSE","gi|222785316_EZ013950.1_67-516","EZ013950.1","EZ013950.1","EZ013950","c-jun-amino-terminal kinase-interacting protein 1-like","C-jun-amino-terminal kinase-interacting protein 1 (MAPK8IP1)","C-jun-amino-terminal kinase-interacting protein 1 (MAPK8IP1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.00187817414121005,0.4187931096721,0.00492112119625923,0.99619893091987,1,-5.64514880585012
"CUST_42_PI426264530",87,128,1495,"222780605_EZ009276.1","222780605_EZ009276.1_640-1017","CUST_42_PI426264530","FALSE","gi|222780605_EZ009276.1_640-1017","EZ009276.1","EZ009276.1","EZ009276","mitochondrial carrier protein","Solute carrier family 25 member 36-A (slc25a36a)","Solute carrier family 25 member 36-A (slc25a36a)","","ion channel_transport","mitochondria membrane transport","membrane transport","NCF","Acropora millepora","coral",NA,NA,0.00187817414121005,0.648498137456033,0.00476982612014606,0.996315790067535,1,-5.64514953293624
"CUST_16_PI426246029",79,65,2920,"222784062_EZ012720.1","222784062_EZ012720.1_171-440","CUST_16_PI426246029","FALSE","gi|222784062_EZ012720.1_171-440","EZ012720.1","EZ012720.1","EZ012720","chymotrypsinogen b1","Chymotrypsinogen B (Ctrb1)","Chymotrypsinogen B (Ctrb1)","","digestion_storage","protease_endopeptidase","proteolysis","MF","Acropora millepora","coral",NA,NA,0.00201463797591261,0.578844957487585,0.00463717268342187,0.996418250635509,1,-5.64515015175648
"CUST_66_PI426227884",87,89,1596,"222785329_EZ013963.1","222785329_EZ013963.1_8-1024","CUST_66_PI426227884","FALSE","gi|222785329_EZ013963.1_8-1024","EZ013963.1","EZ013963.1","EZ013963","malate dehydrogenase","Malate dehydrogenase (mdh","Malate dehydrogenase (mdh","","metabolism-mixed","TCA cycle","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.00124089668525906,0.498403536259711,-0.00312355759057391,0.997587360675612,1,-5.64515597699033
"CUST_58_PI426232940",86,9,1800,"31505736_AY289704.1","31505736_AY289704.1_88-912","CUST_58_PI426232940","FALSE","gi|31505736_AY289704.1_88-912","AY289704.1","AY289704.1","AY289704","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.000499574566134697,5.79280898683169,-0.00202864488849419,0.998433070788005,1,-5.64515877447872
"CUST_309_PI426232940",79,23,2941,"288950320_GQ501391.1","288950320_GQ501391.1_172-471","CUST_309_PI426232940","FALSE","gi|288950320_GQ501391.1_172-471","GQ501391.1","GQ501391.1","GQ501391","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.000200321983505169,6.58216419095632,-0.00100476738797142,0.999223915283804,1,-5.64516031467331
"CUST_184_PI426266274",88,151,1401,"222801996_EZ030384.1","222801996_EZ030384.1_31-2558","CUST_184_PI426266274","FALSE","gi|222801996_EZ030384.1_31-2558","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,-0.000199923687617454,0.480894376075928,-0.000561546613344586,0.999566260005794,1,-5.64516065894017
"CUST_301_PI426232940",74,3,3771,"288950318_GQ501389.1","288950318_GQ501389.1_22-453","CUST_301_PI426232940","FALSE","gi|288950318_GQ501389.1_22-453","GQ501389.1","GQ501389.1","GQ501389","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,5.88223214013084e-05,5.99129276168754,0.000297261400111594,0.999770394548893,1,-5.64516077149529
"CUST_100_PI426245467",87,65,1608,"222783148_EZ011817.1","222783148_EZ011817.1_120-922","CUST_100_PI426245467","FALSE","gi|222783148_EZ011817.1_120-922","EZ011817.1","EZ011817.1","EZ011817","calcyphosin-like protein","Calcyphosin-like protein (CAPSL)","Calcyphosin-like protein (CAPSL)","","signal transduction","calcium ion binding","signaling","MF","Acropora millepora","coral",NA,NA,0,0.0857847655573916,0,1,1,-5.64516081531539
"CUST_106_PI426226868",63,162,5414,"222781748_EZ010419.1","222781748_EZ010419.1_2118-2279","CUST_106_PI426226868","FALSE","gi|222781748_EZ010419.1_2118-2279","EZ010419.1","EZ010419.1","EZ010419","platelet-activating factor acetylhydrolase ib subunit alpha","Lissencephaly-1 homolog A (pafah1b1a)","Lissencephaly-1 homolog A (pafah1b1a)","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.64516081531539
"CUST_106_PI426266424",64,117,5354,"222786617_EZ015089.1","222786617_EZ015089.1_80-958","CUST_106_PI426266424","FALSE","gi|222786617_EZ015089.1_80-958","EZ015089.1","EZ015089.1","EZ015089","huntingtin interacting protein 1","Huntingtin-interacting protein 1 (HIP1)","Huntingtin-interacting protein 1 (HIP1)","","transcription regulation","endocytosis_cell death induction","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,5.55111512312578e-17,0.275744175864929,1.59110807376641e-16,1,1,-5.64516081531539
"CUST_113_PI426266349",94,149,418,"222785263_EZ013897.1","222785263_EZ013897.1_21-962","CUST_113_PI426266349","FALSE","gi|222785263_EZ013897.1_21-962","EZ013897.1","EZ013897.1","EZ013897","e3 ubiquitin-protein ligase hectd1","E3 ubiquitin-protein ligase HECTD1 (HECTD1)","E3 ubiquitin-protein ligase HECTD1 (HECTD1)","","protein ubiquitination","transferase","protein modification","MF","Acropora millepora","coral",NA,NA,0,0.0259398437049277,0,1,1,-5.64516081531539
"CUST_1140_PI426227498",87,152,1483,"222791339_EZ019727.1","222791339_EZ019727.1_132-1274","CUST_1140_PI426227498","FALSE","gi|222791339_EZ019727.1_132-1274","EZ019727.1","EZ019727.1","EZ019727","serine threonine kinase 10","Serine/threonine-protein kinase 10","Serine/threonine-protein kinase 10","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.0672500966701578,0,1,1,-5.64516081531539
"CUST_115_PI426226915",83,101,2246,"222784327_EZ012985.1","222784327_EZ012985.1_45-581","CUST_115_PI426226915","FALSE","gi|222784327_EZ012985.1_45-581","EZ012985.1","EZ012985.1","EZ012985","actin-related protein 6","Actin-related protein 6 (ACTR6)","Actin-related protein 6 (ACTR6)","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,1.11022302462516e-16,0.296060349635388,2.49515914020609e-16,1,1,-5.64516081531539
"CUST_1168_PI426227498",48,25,8024,"222792017_EZ020405.1","222792017_EZ020405.1_78-1271","CUST_1168_PI426227498","FALSE","gi|222792017_EZ020405.1_78-1271","EZ020405.1","EZ020405.1","EZ020405","adenylate kinase 1","Adenylate kinase isoenzyme 1 (AK1)","Adenylate kinase isoenzyme 1 (AK1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,1.11022302462516e-16,0.387975074923698,2.35926270392366e-16,1,1,-5.64516081531539
"CUST_123_PI426232937",75,90,3482,"AY149132.1","AY149132.1","CUST_123_PI426232937","FALSE","gb|AY149132.1|gi|23986400","AY149132.1","AY149132.1","AY149132","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0,0,0,1,1,-5.64516081531539
"CUST_1290_PI426227498",73,126,3792,"222798442_EZ026830.1","222798442_EZ026830.1_88-1602","CUST_1290_PI426227498","FALSE","gi|222798442_EZ026830.1_88-1602","EZ026830.1","EZ026830.1","EZ026830","14-3-3 protein","14-3-3 protein beta/alpha (Ywhab)","14-3-3 protein beta/alpha (Ywhab)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0.241790480960161,0,1,1,-5.64516081531539
"CUST_139_PI426227893",71,130,4118,"222785904_EZ014386.1","222785904_EZ014386.1_24-512","CUST_139_PI426227893","FALSE","gi|222785904_EZ014386.1_24-512","EZ014386.1","EZ014386.1","EZ014386","oxidoreductase htatip2-like protein","Oxidoreductase HTATIP2 (Htatip2","Oxidoreductase HTATIP2 (Htatip2","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0,0.14983450633988,0,1,1,-5.64516081531539
"CUST_1390_PI426227498",34,137,10264,"222801142_EZ029530.1","222801142_EZ029530.1_67-171","CUST_1390_PI426227498","FALSE","gi|222801142_EZ029530.1_67-171","EZ029530.1","EZ029530.1","EZ029530","ras-related protein rab-28","Ras-related protein Rab-28 (RAB28)","Ras-related protein Rab-28 (RAB28)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.64516081531539
"CUST_14_PI426244589",80,33,2772,"222546496_EZ002686.1","222546496_EZ002686.1_1083-1574","CUST_14_PI426244589","FALSE","gi|222546496_EZ002686.1_1083-1574","EZ002686.1","EZ002686.1","EZ002686","laminin subunit gamma-1","Laminin-like protein (Lam-2)","Laminin-like protein (Lam-2)","","adhesion_celljunction","(revisit)","signaling","NCF","Acropora millepora","coral",NA,NA,0,0.14983450633988,0,1,1,-5.64516081531539
"CUST_148_PI426266615",69,28,4497,"AY360081_1055_1089","AY360081_1055_1089","CUST_148_PI426266615","FALSE","","AY360081","AY360081.1","AY360081","","actin, beta (ACTB, act-2, beta-actin, B-actin)","actin, beta (ACTB, act-2, beta-actin, B-actin)","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Stylophora pistillata","coral",NA,NA,0,0.188145337150239,0,1,1,-5.64516081531539
"CUST_151_PI426227893",94,106,358,"222787628_EZ016100.1","222787628_EZ016100.1_6-1214","CUST_151_PI426227893","FALSE","gi|222787628_EZ016100.1_6-1214","EZ016100.1","EZ016100.1","EZ016100","histone acetyltransferase 1","Histone acetyltransferase type B  catalytic subunit (HAT1)","Histone acetyltransferase type B  catalytic subunit (HAT1)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0,0.21280996576839,0,1,1,-5.64516081531539
"CUST_153_PI426246026",74,93,3726,"222546560_EZ002750.1","222546560_EZ002750.1_663-1100","CUST_153_PI426246026","FALSE","gi|222546560_EZ002750.1_663-1100","EZ002750.1","EZ002750.1","EZ002750","cytochrome oxidase biogenesis protein (oxa1 mitochondrial)","Mitochondrial inner membrane protein OXA1L (OXA1L)","Mitochondrial inner membrane protein OXA1L (OXA1L)","","ETC","cytochrome oxidase biogenesis","cellular respiration","NCF","Acropora millepora","coral",NA,NA,0,0.264815502706622,0,1,1,-5.64516081531539
"CUST_159_PI426232937",74,45,3750,"AY149152.1","AY149152.1","CUST_159_PI426232937","FALSE","gb|AY149152.1|gi|23986513","AY149152.1","AY149152.1","AY149152","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0,0,0,1,1,-5.64516081531539
"CUST_16_PI426264540",76,30,3348,"222795350_EZ023738.1","222795350_EZ023738.1_648-1316","CUST_16_PI426264540","FALSE","gi|222795350_EZ023738.1_648-1316","EZ023738.1","EZ023738.1","EZ023738","lipopolysaccharide binding protein","Lipopolysaccharide-binding protein (LBP)","Lipopolysaccharide-binding protein (LBP)","","cell surface signaling","response to bacteria","immune response","MF","Acropora millepora","coral",NA,NA,0,0.0919147252883097,0,1,1,-5.64516081531539
"CUST_162_PI426227893",86,23,1793,"222792472_EZ020860.1","222792472_EZ020860.1_219-899","CUST_162_PI426227893","FALSE","gi|222792472_EZ020860.1_219-899","EZ020860.1","EZ020860.1","EZ020860","jun oncogene","Transcription factor AP-1 (Jun) (AP1)","Transcription factor AP-1 (Jun) (AP1)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0,0.14983450633988,0,1,1,-5.64516081531539
"CUST_165_PI426264540",89,57,1284,"222784599_EZ013245.1","222784599_EZ013245.1_384-524","CUST_165_PI426264540","FALSE","gi|222784599_EZ013245.1_384-524","EZ013245.1","EZ013245.1","EZ013245","zinc fyve domain containing 28","Zinc finger FYVE domain-containing protein 28 (ZFYVE28","Zinc finger FYVE domain-containing protein 28 (ZFYVE28","","cell adhesion","metal ion binding","cell motility","MF","Acropora millepora","coral",NA,NA,0,0.176863343134204,0,1,1,-5.64516081531539
"CUST_17_PI426266366",92,109,766,"222784189_EZ012847.1","222784189_EZ012847.1_55-246","CUST_17_PI426266366","FALSE","gi|222784189_EZ012847.1_55-246","EZ012847.1","EZ012847.1","EZ012847","eukaryotic translation elongation factor 1 epsilon 1","Eukaryotic translation elongation factor1 epsilon-1 (Eef1e1)","Eukaryotic translation elongation factor1 epsilon-1 (Eef1e1)","","translation","DNA damage response_protein biosynthesis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,5.55111512312578e-17,0.3336639569165,1.38514155953928e-16,1,1,-5.64516081531539
"CUST_186_PI426266274",95,121,268,"222801996_EZ030384.1","222801996_EZ030384.1_31-2558","CUST_186_PI426266274","FALSE","gi|222801996_EZ030384.1_31-2558","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0.14983450633988,0,1,1,-5.64516081531539
"CUST_2_PI426232931",84,48,2027,"168989226_DQ482987.1","168989226_DQ482987.1_38-217","CUST_2_PI426232931","FALSE","gi|168989226_DQ482987.1_38-217","DQ482987.1","DQ482987.1","DQ482987","sterol regulatory element binding transcription factor 2","element-binding protein-like mRNA sequence","element-binding protein-like mRNA sequence","","misc","(revisit)","misc (fix)","misc","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0,0.0857847655573916,0,1,1,-5.64516081531539
"CUST_2_PI426266366",88,88,1351,"222546520_EZ002710.1","222546520_EZ002710.1_355-702","CUST_2_PI426266366","FALSE","gi|222546520_EZ002710.1_355-702","EZ002710.1","EZ002710.1","EZ002710","atp-dependent rna helicase a","ATP-dependent RNA helicase A (DHX9","ATP-dependent RNA helicase A (DHX9","","transcription machinery","(revisit)","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0,0.120895240480081,0,1,1,-5.64516081531539
"CUST_206_PI426265159",27,74,11362,"222801996_EZ030384.1","222801996_EZ030384.1_31-2558","CUST_206_PI426265159","FALSE","gi|222801996_EZ030384.1_31-2558","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.64516081531539
"CUST_21_PI426245463",88,107,1423,"222798880_EZ027268.1","222798880_EZ027268.1_25-1626","CUST_21_PI426245463","FALSE","gi|222798880_EZ027268.1_25-1626","EZ027268.1","EZ027268.1","EZ027268","bone morphogenetic protein type 1b","Bone morphogenetic protein receptor type-1B (Bmpr1b)","Bone morphogenetic protein receptor type-1B (Bmpr1b)","","calcification","calcium ion binding","proteolysis","MF","Acropora millepora","coral",NA,NA,0,0,0,1,1,-5.64516081531539
