"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_301_PI426227486",65,157,5170,"222785194_EZ013828.1","222785194_EZ013828.1_56-1212","CUST_301_PI426227486","FALSE","gi|222785194_EZ013828.1_56-1212","EZ013828.1","EZ013828.1","EZ013828","max-like protein x","Max-like protein X (MLX","Max-like protein X (MLX","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.160596375997789,0.6621208534888,-0.232422885629424,0.822282370769951,0.96652905995797,-5.87588798086596
"CUST_63_PI426266274",89,46,1208,"222782421_EZ011092.1","222782421_EZ011092.1_71-301","CUST_63_PI426266274","FALSE","gi|222782421_EZ011092.1_71-301","EZ011092.1","EZ011092.1","EZ011092","superoxide dismutase","Superoxide dismutase","Superoxide dismutase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,-0.0563482013999916,8.1478199651664,-0.232012177660905,0.822590114256904,0.96652905995797,-5.8759871602037
"CUST_30_PI426226978",46,102,8232,"222794007_EZ022395.1","222794007_EZ022395.1_958-1305","CUST_30_PI426226978","FALSE","gi|222794007_EZ022395.1_958-1305","EZ022395.1","EZ022395.1","EZ022395","x-ray repair cross-complementing protein 5","ATP-dependent DNA helicase 2 subunit 2 (XRCC5)","ATP-dependent DNA helicase 2 subunit 2 (XRCC5)","","DNA damage repair","neg reg transcription_proviral infection","DNA repair","SR","Acropora millepora","coral",NA,NA,-0.112621449046157,0.567629947668775,-0.231892164950075,0.822680045999346,0.96652905995797,-5.87601610871166
"CUST_186_PI426264540",88,141,1406,"222788014_EZ016486.1","222788014_EZ016486.1_194-515","CUST_186_PI426264540","FALSE","gi|222788014_EZ016486.1_194-515","EZ016486.1","EZ016486.1","EZ016486","8r-lipoxygenase-allene oxide synthase fusion protein","Allene oxide synthase-lipoxygenase","Allene oxide synthase-lipoxygenase","","lipid metabolism","metal ion binding","metabolism","NCF","Acropora millepora","coral",NA,NA,0.124535712554873,0.393580225412548,0.231546045487024,0.822939426974575,0.96652905995797,-5.87609951424666
"CUST_203_PI426226825",93,20,565,"222784615_EZ013259.1","222784615_EZ013259.1_94-1168","CUST_203_PI426226825","FALSE","gi|222784615_EZ013259.1_94-1168","EZ013259.1","EZ013259.1","EZ013259","steroid receptor rna activator 1","Steroid receptor RNA activator 1 (SRA1)","Steroid receptor RNA activator 1 (SRA1)","","apoptosis","cell differentiation","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.124535712554873,0.393580225412548,0.231546045487024,0.822939426974575,0.96652905995797,-5.87609951424666
"CUST_3_PI426266363",92,112,683,"222546520_EZ002710.1","222546520_EZ002710.1_355-702","CUST_3_PI426266363","FALSE","gi|222546520_EZ002710.1_355-702","EZ002710.1","EZ002710.1","EZ002710","atp-dependent rna helicase a","ATP-dependent RNA helicase A (DHX9","ATP-dependent RNA helicase A (DHX9","","transcription machinery","(revisit)","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.112775506894035,0.586435255778864,0.231166115869081,0.823224172047928,0.96652905995797,-5.87619092582544
"CUST_26_PI426266363",93,139,587,"222783379_EZ012044.1","222783379_EZ012044.1_24-509","CUST_26_PI426266363","FALSE","gi|222783379_EZ012044.1_24-509","EZ012044.1","EZ012044.1","EZ012044","ww domain-containing adapter with a coiled-coil region-like","WW domain-containing adapter protein with coiled-coil (Wac)","WW domain-containing adapter protein with coiled-coil (Wac)","","transcription regulation","DNA damage response","transcription","NCF","Acropora millepora","coral",NA,NA,-0.103680025260837,0.556290242098401,-0.230932118447729,0.823399559587354,0.96652905995797,-5.87624715232955
"CUST_381_PI426227498",54,102,6920,"222780092_EZ008763.1","222780092_EZ008763.1_19-669","CUST_381_PI426227498","FALSE","gi|222780092_EZ008763.1_19-669","EZ008763.1","EZ008763.1","EZ008763","ras-related protein rab-21","Ras-related protein Rab-21 (Rab21)","Ras-related protein Rab-21 (Rab21)","","signal transduction","apoptosis_signaling_JUN pathway","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-0.0896667955602104,0.181655223152773,-0.230542128366294,0.82369189157435,0.96652905995797,-5.8763407371509
"CUST_264_PI426232937",90,9,1144,"FN646412.1","FN646412.1","CUST_264_PI426232937","FALSE","emb|FN646412.1|gi|306430538","FN646412.1","FN646412.1","FN646412","","light-harvesting protein","light-harvesting protein","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0.110112546226297,0.398988912785765,0.230423017811167,0.823781181331728,0.96652905995797,-5.87636928870819
"CUST_3_PI426227890",33,146,10342,"222544602_EZ000792.1","222544602_EZ000792.1_43-228","CUST_3_PI426227890","FALSE","gi|222544602_EZ000792.1_43-228","EZ000792.1","EZ000792.1","EZ000792","topoisomerase ii binding protein 1","DNA topoisomerase II-binding protein 1 (Topbp1)","DNA topoisomerase II-binding protein 1 (Topbp1)","","DNA replication_repair_unwind","DNA damage_UV response","DNA repair","MF","Acropora millepora","coral",NA,NA,0.142050669863553,0.461510909615792,0.230318255179641,0.823859717618978,0.96652905995797,-5.87639438896062
"CUST_204_PI426227486",79,77,2914,"222783114_EZ011783.1","222783114_EZ011783.1_64-434","CUST_204_PI426227486","FALSE","gi|222783114_EZ011783.1_64-434","EZ011783.1","EZ011783.1","EZ011783","kv channel interacting protein 2","Kv channel-interacting protein 2 (Kcnip2)","Kv channel-interacting protein 2 (Kcnip2)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.116920871808454,0.561255559553757,-0.230204272044444,0.82394516855916,0.96652905995797,-5.876421685594
"CUST_134_PI426232937",87,107,1587,"AY149142.1","AY149142.1","CUST_134_PI426232937","FALSE","gb|AY149142.1|gi|23986452","AY149142.1","AY149142.1","AY149142","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,-0.0578927853067457,5.88204379950811,-0.229629980465699,0.824375742050467,0.96652905995797,-5.87655901416992
"CUST_48_PI426266424",57,111,6505,"222783259_EZ011928.1","222783259_EZ011928.1_88-1179","CUST_48_PI426266424","FALSE","gi|222783259_EZ011928.1_88-1179","EZ011928.1","EZ011928.1","EZ011928","vacuolar atp synthase 21 kda proteolipid subunit","V-type proton ATPase 21 kDa proteolipid subunit (Atp6v0b)","V-type proton ATPase 21 kDa proteolipid subunit (Atp6v0b)","","transport","ion transport_intracellular acidification","signaling","MF","Acropora millepora","coral",NA,NA,-0.0896667955602104,0.183459554674959,-0.228669414156381,0.825096066327085,0.96652905995797,-5.87678795592718
"CUST_262_PI426232937",87,84,1517,"FN646412.1","FN646412.1","CUST_262_PI426232937","FALSE","emb|FN646412.1|gi|306430538","FN646412.1","FN646412.1","FN646412","","light-harvesting protein","light-harvesting protein","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0.107888311757839,0.559644665448586,0.228591179714704,0.825154741808888,0.96652905995797,-5.87680656070503
"CUST_132_PI426227486",85,88,1843,"222781892_EZ010563.1","222781892_EZ010563.1_159-708","CUST_132_PI426227486","FALSE","gi|222781892_EZ010563.1_159-708","EZ010563.1","EZ010563.1","EZ010563","polyadenylate-binding protein 2","Polyadenylate-binding protein 2-B (pabpn1-B","Polyadenylate-binding protein 2-B (pabpn1-B","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.086366183839284,0.400320271910858,-0.228171005431161,0.825469890787291,0.96652905995797,-5.87690637418522
"CUST_144_PI426227893",90,36,1049,"222785904_EZ014386.1","222785904_EZ014386.1_692-859","CUST_144_PI426227893","FALSE","gi|222785904_EZ014386.1_692-859","EZ014386.1","EZ014386.1","EZ014386","oxidoreductase htatip2-like protein","Oxidoreductase HTATIP2 (Htatip2","Oxidoreductase HTATIP2 (Htatip2","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.0775392491136706,0.185384695475853,0.227591363634341,0.825904702993233,0.96652905995797,-5.87704377252786
"CUST_373_PI426227498",58,76,6277,"222779661_EZ008332.1","222779661_EZ008332.1_76-1098","CUST_373_PI426227498","FALSE","gi|222779661_EZ008332.1_76-1098","EZ008332.1","EZ008332.1","EZ008332","mitogen-activated protein kinase kinase kinase 10","Mitogen-activated protein kinase kinase kinase 10 (Map3k10)","Mitogen-activated protein kinase kinase kinase 10 (Map3k10)","","signal transduction","apoptosis_signaling_JUN pathway","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0.0775392491136706,0.185384695475853,0.227591363634341,0.825904702993233,0.96652905995797,-5.87704377252786
"CUST_33_PI426266363",12,66,13826,"222784240_EZ012898.1","222784240_EZ012898.1_1111-1290","CUST_33_PI426266363","FALSE","gi|222784240_EZ012898.1_1111-1290","EZ012898.1","EZ012898.1","EZ012898","armadillo repeat containing 1","Armadillo repeat-containing protein 1 (Armc1","Armadillo repeat-containing protein 1 (Armc1","","ion channel_transport","metal ion binding","ion transport","NCF","Acropora millepora","coral",NA,NA,-0.103419920500114,0.403078890420902,-0.227536595113436,0.825945790356264,0.96652905995797,-5.87705673705192
"CUST_135_PI426227893",70,149,4354,"222785084_EZ013718.1","222785084_EZ013718.1_291-515","CUST_135_PI426227893","FALSE","gi|222785084_EZ013718.1_291-515","EZ013718.1","EZ013718.1","EZ013718","metastasis-associated protein mta2","Metastasis-associated protein MTA2 (Mta2)","Metastasis-associated protein MTA2 (Mta2)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.0652933580301622,0.198074587515859,-0.227164828596549,0.826224704910903,0.96652905995797,-5.87714465842948
"CUST_39_PI426227495",48,139,7967,"222784547_EZ013195.1","222784547_EZ013195.1_54-401","CUST_39_PI426227495","FALSE","gi|222784547_EZ013195.1_54-401","EZ013195.1","EZ013195.1","EZ013195","wd repeat-containing protein 55","WD repeat-containing protein 55 (WDR55","WD repeat-containing protein 55 (WDR55","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,-0.112621449046157,0.614113555715927,-0.227087256152387,0.826282906289901,0.96652905995797,-5.87716298615026
"CUST_296_PI426266615",11,143,14033,"MGID_264_128_162","MGID_264_128_162","CUST_296_PI426266615","FALSE","","MGID_264","EZ027946.1","MGID_264","","Ferritin","Ferritin","","metal ion homeostasis","iron homeostasis","immune response","MF","Acropora millepora","coral",NA,NA,-0.0529061277528911,11.4575597174046,-0.22699658297903,0.826350938397983,0.96652905995797,-5.87718440130513
"CUST_181_PI426227486",86,112,1667,"222782832_EZ011503.1","222782832_EZ011503.1_22-552","CUST_181_PI426227486","FALSE","gi|222782832_EZ011503.1_22-552","EZ011503.1","EZ011503.1","EZ011503","tp53rk-binding protein","TP53RK-binding protein (Tprkb","TP53RK-binding protein (Tprkb","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.0805819855656492,0.284989778465547,0.226772727796934,0.826518903735753,0.96652905995797,-5.87723723523734
"CUST_437_PI426227498",48,162,7874,"222781359_EZ010030.1","222781359_EZ010030.1_18-533","CUST_437_PI426227498","FALSE","gi|222781359_EZ010030.1_18-533","EZ010030.1","EZ010030.1","EZ010030","protein kinase n3","Serine/threonine-protein kinase N3","Serine/threonine-protein kinase N3","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0977005445694554,0.4162590237742,-0.226607516998325,0.826642872552689,0.96652905995797,-5.877276195063
"CUST_925_PI426227498",73,16,3847,"222785590_EZ014102.1","222785590_EZ014102.1_1-1137","CUST_925_PI426227498","FALSE","gi|222785590_EZ014102.1_1-1137","EZ014102.1","EZ014102.1","EZ014102","mothers against decapentaplegic homolog 6","Mothers against decapentaplegic homolog 6 (SMAD6)","Mothers against decapentaplegic homolog 6 (SMAD6)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.09524664085889,0.423113880602093,-0.254280919968597,0.805953057719671,0.966205150419099,-5.87036068437905
"CUST_96_PI426266274",92,119,761,"222787202_EZ015674.1","222787202_EZ015674.1_1226-1375","CUST_96_PI426266274","FALSE","gi|222787202_EZ015674.1_1226-1375","EZ015674.1","EZ015674.1","EZ015674","glutamate-cysteine modifier subunit","Glutamate-cysteine ligase regulatory","Glutamate-cysteine ligase regulatory","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.119057675160125,0.426884489435579,0.255697162537005,0.804898448667163,0.965700970804986,-5.86998572520712
"CUST_228_PI426227486",84,96,2003,"222783407_EZ012072.1","222783407_EZ012072.1_73-767","CUST_228_PI426227486","FALSE","gi|222783407_EZ012072.1_73-767","EZ012072.1","EZ012072.1","EZ012072","sortilin-related receptor","Sortilin-related receptor (SORL1","Sortilin-related receptor (SORL1","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.107888311757839,0.471528696778539,0.255393015208542,0.805124896833724,0.965700970804986,-5.87006642256366
"CUST_1315_PI426227498",71,72,4147,"222799781_EZ028169.1","222799781_EZ028169.1_192-416","CUST_1315_PI426227498","FALSE","gi|222799781_EZ028169.1_192-416","EZ028169.1","EZ028169.1","EZ028169","g protein-coupled receptor kinase 5","G protein-coupled receptor kinase 5 (GRK5)","G protein-coupled receptor kinase 5 (GRK5)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.12255296705108,0.45982405581213,0.255160544402457,0.805297992652823,0.965700970804986,-5.87012803888236
"CUST_817_PI426227498",91,29,970,"222785020_EZ013654.1","222785020_EZ013654.1_12-449","CUST_817_PI426227498","FALSE","gi|222785020_EZ013654.1_12-449","EZ013654.1","EZ013654.1","EZ013654","dual adaptor of phosphotyrosine and 3-phosphoinositides","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (Dapp1)","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (Dapp1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.116755027254155,0.496288582781073,-0.258413424385878,0.802876975749947,0.964902598358328,-5.86926085667065
"CUST_1333_PI426227498",18,140,12805,"222799912_EZ028300.1","222799912_EZ028300.1_49-1428","CUST_1333_PI426227498","FALSE","gi|222799912_EZ028300.1_49-1428","EZ028300.1","EZ028300.1","EZ028300","mitogen-activated protein kinase kinase 4","Dual specificity mitogen-activated protein kinase kinase 4 (MAP2K4)","Dual specificity mitogen-activated protein kinase kinase 4 (MAP2K4)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.103055264238606,0.686797777061973,-0.257976290536385,0.803202188824966,0.964902598358328,-5.86937801896313
"CUST_69_PI426226825",95,126,184,"222545219_EZ001409.1","222545219_EZ001409.1_825-1091","CUST_69_PI426226825","FALSE","gi|222545219_EZ001409.1_825-1091","EZ001409.1","EZ001409.1","EZ001409","son dna-binding protein isoform f","SON protein (Son)","SON protein (Son)","","nucleic acid binding","anti-apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0.121661883329666,0.551426169558357,0.25789951975098,0.80325930798542,0.964902598358328,-5.86939857526427
"CUST_46_PI426266349",67,135,4853,"222546707_EZ002897.1","222546707_EZ002897.1_1739-2368","CUST_46_PI426266349","FALSE","gi|222546707_EZ002897.1_1739-2368","EZ002897.1","EZ002897.1","EZ002897","ubiquitin protein ligase e3 component n-recognin 4","E3 ubiquitin-protein ligase UBR4 (UBR4","E3 ubiquitin-protein ligase UBR4 (UBR4","","proteolysis","(revisit)","proteolysis","MF","Acropora millepora","coral",NA,NA,0.0980331281274071,0.35128906910025,0.257895848043923,0.803262039848345,0.964902598358328,-5.86939955825751
"CUST_153_PI426226825",87,10,1554,"222781465_EZ010136.1","222781465_EZ010136.1_32-604","CUST_153_PI426226825","FALSE","gi|222781465_EZ010136.1_32-604","EZ010136.1","EZ010136.1","EZ010136","sortilin 1","Sortilin (Sort1)","Sortilin (Sort1)","","apoptosis","endocytosis","protein transport","NCF","Acropora millepora","coral",NA,NA,-0.103419920500114,0.462993096568549,-0.257704322208101,0.803404544976124,0.964902598358328,-5.86945081470691
"CUST_524_PI426227498",65,16,5159,"222782096_EZ010767.1","222782096_EZ010767.1_63-248","CUST_524_PI426227498","FALSE","gi|222782096_EZ010767.1_63-248","EZ010767.1","EZ010767.1","EZ010767","ras-related protein rab-43","Ras-related protein Rab-43 (RAB43)","Ras-related protein Rab-43 (RAB43)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.126048258942034,0.571688869292844,-0.257457136726664,0.803588475408161,0.964902598358328,-5.86951691162752
"CUST_75_PI426266349",83,137,2228,"222781845_EZ010516.1","222781845_EZ010516.1_1212-1517","CUST_75_PI426266349","FALSE","gi|222781845_EZ010516.1_1212-1517","EZ010516.1","EZ010516.1","EZ010516","ubiquitin-conjugating enzyme e2q","Ubiquitin-conjugating enzyme E2 Q1 (UBE2Q1)","Ubiquitin-conjugating enzyme E2 Q1 (UBE2Q1)","","protein ubiquitination","protein binding_immune response","protein modification","MF","Acropora millepora","coral",NA,NA,0.0969285448480977,0.33158474865309,0.257126067990131,0.803834843820115,0.964902598358328,-5.86960534122339
"CUST_153_PI426227486",65,131,5183,"222782483_EZ011154.1","222782483_EZ011154.1_37-834","CUST_153_PI426227486","FALSE","gi|222782483_EZ011154.1_37-834","EZ011154.1","EZ011154.1","EZ011154","lipoxygenase homology domain-containing protein 1","Lipoxygenase homology domain-containing protein 1 (LOXHD1","Lipoxygenase homology domain-containing protein 1 (LOXHD1","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.10634593840061,0.716522739682514,0.25699916043296,0.803929289695829,0.964902598358328,-5.86963920905183
"CUST_75_PI426232937",95,84,205,"AY149122.1","AY149122.1","CUST_75_PI426232937","FALSE","gb|AY149122.1|gi|23986338","AY149122.1","AY149122.1","AY149122","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0.190082013353217,0.903533615896589,0.260678950430836,0.801192160403347,0.964683718308109,-5.86865052293796
"CUST_283_PI426266615",84,84,2009,"MGID_192_121_155","MGID_192_121_155","CUST_283_PI426266615","FALSE","","MGID_192","EU747061.1","MGID_192","","Glutathione S-transferase mu5","Glutathione S-transferase mu5","","reactive O2 species metabolism","metabolism of xenobiotics & drugs","response to xenobiotic","SR","Montastraea faveolata","coral",NA,NA,-0.0896667955602104,0.174668829708831,-0.260088068778123,0.801631477326049,0.964683718308109,-5.8688102106571
"CUST_48_PI426227896",95,17,320,"222794723_EZ023111.1","222794723_EZ023111.1_131-262","CUST_48_PI426227896","FALSE","gi|222794723_EZ023111.1_131-262","EZ023111.1","EZ023111.1","EZ023111","multidrug resistance-associated protein 1","Bile pigment transporter 1 (BPT1)","Bile pigment transporter 1 (BPT1)","","xenobiotic response","(revisit)","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,-0.118887647455751,0.259044781689386,-0.259983980485816,0.801708874180515,0.964683718308109,-5.86883830402612
"CUST_17_PI426264527",56,59,6695,"222792000_EZ020388.1","222792000_EZ020388.1_1-108","CUST_17_PI426264527","FALSE","gi|222792000_EZ020388.1_1-108","EZ020388.1","EZ020388.1","EZ020388","purine nucleoside phosphorylase","Purine nucleoside phosphorylase (NP","Purine nucleoside phosphorylase (NP","","immune response","response to xenobiotic","metabolism","MF","Acropora millepora","coral",NA,NA,0.142701620791671,1.04699955330308,0.259858096978065,0.801802480422104,0.964683718308109,-5.86887226516845
"CUST_71_PI426227498",77,28,3185,"222545582_EZ001772.1","222545582_EZ001772.1_903-1085","CUST_71_PI426227498","FALSE","gi|222545582_EZ001772.1_903-1085","EZ001772.1","EZ001772.1","EZ001772","ran gtpase-activating protein","Ran GTPase-activating protein 1 (Rangap1)","Ran GTPase-activating protein 1 (Rangap1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.13714128796983,0.599326946976668,-0.25976347494578,0.801872843071554,0.964683718308109,-5.86889778189246
"CUST_132_PI426226868",86,138,1654,"222801388_EZ029776.1","222801388_EZ029776.1_114-1322","CUST_132_PI426226868","FALSE","gi|222801388_EZ029776.1_114-1322","EZ029776.1","EZ029776.1","EZ029776","gtp-binding nuclear protein ran","GTP-binding nuclear protein Ran (ran)","GTP-binding nuclear protein Ran (ran)","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,-0.0896667955602104,0.15452028881516,-0.261591917181739,0.800513524260303,0.964457195115251,-5.86840309160101
"CUST_14_PI426266594",58,22,6304,"75858846_DQ144991.1","75858846_DQ144991.1_631-849","CUST_14_PI426266594","FALSE","gi|75858846_DQ144991.1_631-849","DQ144991.1","DQ144991.1","DQ144991","","ubiquitin specific peptidase 40 (USP40)","ubiquitin specific peptidase 40 (USP40)","","protein ubiquitination","(revisit)","protein modification","ZOOX - protein modification","Symbiodinium sp. clade C","zooxanthellae",NA,NA,-0.0896667955602104,0.15452028881516,-0.261591917181739,0.800513524260303,0.964457195115251,-5.86840309160101
"CUST_14_PI426266615",61,49,5880,"AB106689_129_163","AB106689_129_163","CUST_14_PI426266615","FALSE","","AB106689","AB106689.1","AB106689","","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","","glycolysis","metabolism","regulation of apoptosis","MF","Symbiodinium sp.","zooxanthellae",NA,NA,0.0999688029741574,3.90232542938252,0.262603410904756,0.799761862003959,0.964265763040752,-5.86812796664713
"CUST_659_PI426227498",70,114,4290,"222783263_EZ011932.1","222783263_EZ011932.1_437-802","CUST_659_PI426227498","FALSE","gi|222783263_EZ011932.1_437-802","EZ011932.1","EZ011932.1","EZ011932","rho-related btb domain containing 2","Rho-related BTB domain-containing protein 2 (Rhobtb2)","Rho-related BTB domain-containing protein 2 (Rhobtb2)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.130726246692304,0.438199106978704,-0.262435916307076,0.799886315334436,0.964265763040752,-5.86817359691088
"CUST_48_PI426266311",90,94,1020,"222784780_EZ013416.1","222784780_EZ013416.1_229-543","CUST_48_PI426266311","FALSE","gi|222784780_EZ013416.1_229-543","EZ013416.1","EZ013416.1","EZ013416","usick-kaufman syndrome","McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin (MKKS)","McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin (MKKS)","","photoreceptor","proteing binding_sensory transduction","molecular chaperone","MF","Acropora millepora","coral",NA,NA,0.156306689770222,0.667311386586418,0.27014472828566,0.794164851651912,0.963842574034071,-5.86604392675642
"CUST_362_PI426266615",45,139,8459,"Np_145_179","Np_145_179","CUST_362_PI426266615","FALSE","","Np","DN167139","Np","","Hephaestin (Heph)","Hephaestin (Heph)","","xenobiotic response","(revisit)","response to xenobiotic","SR","Acropora cervicornis","coral",NA,NA,-0.0896667955602104,0.167490210667623,-0.269118015141751,0.794926114297868,0.963842574034071,-5.86633105917816
"CUST_510_PI426227498",24,107,11919,"222781507_EZ010178.1","222781507_EZ010178.1_94-1528","CUST_510_PI426227498","FALSE","gi|222781507_EZ010178.1_94-1528","EZ010178.1","EZ010178.1","EZ010178","tyrosyl-trna synthetase","Tyrosyl-tRNA synthetase","Tyrosyl-tRNA synthetase","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0896667955602104,0.195323956191446,-0.269055243411986,0.79497266442388,0.963842574034071,-5.86634857927769
"CUST_118_PI426266424",63,78,5456,"222794837_EZ023225.1","222794837_EZ023225.1_315-572","CUST_118_PI426266424","FALSE","gi|222794837_EZ023225.1_315-572","EZ023225.1","EZ023225.1","EZ023225","beta- -galactosyltransferase","Beta-1,4-galactosyltransferase 1 (B4galt1)","Beta-1,4-galactosyltransferase 1 (B4galt1)","","cell adhesion_signaling","wound healing_inflammation_cell proliferation","signaling","MF","Acropora millepora","coral",NA,NA,0.142050669863553,0.489378802347905,0.268725848358446,0.795216950932742,0.963842574034071,-5.86644045045929
"CUST_384_PI426266615",72,69,4066,"SpkCtrl:","SpkCtrl:","CUST_384_PI426266615","FALSE","","SpkCtrl:","AF198054.1","AF198054","","Arabidopsis thaliana NAC1","Arabidopsis thaliana NAC1","","Control ","(revisit)","Control","CTRL","Arabidopsis thaliana","plant",NA,NA,0.119057675160125,0.445239538965971,0.268447127172926,0.79542367551579,0.963842574034071,-5.86651810210514
"CUST_1408_PI426227498",84,135,2065,"222801338_EZ029726.1","222801338_EZ029726.1_226-489","CUST_1408_PI426227498","FALSE","gi|222801338_EZ029726.1_226-489","EZ029726.1","EZ029726.1","EZ029726","nima (never in mitosis gene a)-related kinase 2","Serine/threonine-protein kinase Nek2","Serine/threonine-protein kinase Nek2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.100958995599151,0.787724630021663,-0.268197380910643,0.795608924414722,0.963842574034071,-5.8665876142593
"CUST_64_PI426266274",81,61,2594,"222782421_EZ011092.1","222782421_EZ011092.1_71-537","CUST_64_PI426266274","FALSE","gi|222782421_EZ011092.1_71-537","EZ011092.1","EZ011092.1","EZ011092","superoxide dismutase","Superoxide dismutase","Superoxide dismutase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.0809442519657432,0.479589484398024,0.267969590712317,0.795777899553459,0.963842574034071,-5.86665096006346
"CUST_9_PI426266424",84,97,2084,"222546668_EZ002858.1","222546668_EZ002858.1_53-160","CUST_9_PI426266424","FALSE","gi|222546668_EZ002858.1_53-160","EZ002858.1","EZ002858.1","EZ002858","coatomer protein subunit beta 2 (beta prime)","Coatomer subunit beta' (copb2)","Coatomer subunit beta' (copb2)","","protein transport","intra-Golgi vesicle-mediated transport","protein transport","NCF","Acropora millepora","coral",NA,NA,0.115938604333656,0.517668789331592,0.267903459368586,0.795826958055195,0.963842574034071,-5.86666934053993
"CUST_21_PI426232937",61,154,5746,"AF299359.1","AF299359.1","CUST_21_PI426232937","FALSE","gb|AF299359.1|gi|11527926","AF299359","AF299359.1","AF299359","","ribulose 1,5-bisphosphate carboxylase oxygenase (RuBisCO)","ribulose 1,5-bisphosphate carboxylase oxygenase (RuBisCO)","","photosynthesis","CO2 fixation_photosynthesis","CO2 fixation","ZOOX - CO2 fixation","Symbiodinium sp.","zooxanthellae",NA,NA,0.105958516103002,1.14289549354571,0.267113516037583,0.79641304032927,0.963842574034071,-5.8668885527675
"CUST_13_PI426265162",93,163,575,"222780432_EZ009103.1","222780432_EZ009103.1_663-782","CUST_13_PI426265162","FALSE","gi|222780432_EZ009103.1_663-782","EZ009103.1","EZ009103.1","EZ009103","zinc cchc domain containing 8","Zinc finger CCHC domain-containing protein 8 (zcchc8","Zinc finger CCHC domain-containing protein 8 (zcchc8","","metal ion homeostasis","(revisit)","metal ion binding","MF","Acropora millepora","coral",NA,NA,-0.112621449046157,0.426540145428243,-0.266372651333081,0.79696283558537,0.963842574034071,-5.8670935688543
