"","Transcript.family","p.diff.expr","PostFC","RealFC","annotation","sequence.name","unique.ID","ortholog","homology.score","homolog","family.orthology","family.homology","additional.information"
"1329","tr130140",0.969044604068655,2.59536649779242,2.67265408324809,NA,"salinity.id32337.tr130140","id32337","",NA,"","","","1_of_1_in_tr130140 len=293 id=32337 tr=130140"
"1330","tr130162",0.999970583741094,0.239910050171246,0.229540029386646,NA,"salinity.id1680.tr130162","id1680","",NA,"","","","1_of_1_in_tr130162 len=274 id=1680 tr=130162"
"1331","tr130216",0.966739968014403,0.399285362377037,0.389354374098388,NA,"salinity.id29183.tr130216","id29183","",NA,"","","","1_of_1_in_tr130216 len=334 id=29183 tr=130216"
"1332","tr13022",0.999996838963174,23.0467588533944,3209.6544467954,NA,"salinity.id14974.tr13022","id14974","",NA,"","","","1_of_1_in_tr13022 len=327 id=14974 tr=13022"
"1333","tr130242",0.998499975566678,14.3616720323602,1945.63905866388,NA,"salinity.id14575.tr130242","id14575","",NA,"","","","1_of_1_in_tr130242 len=201 id=14575 tr=130242"
"1334","tr130261",0.999861126537195,0.15957482504293,0.132113261368191,NA,"salinity.id4407.tr130261","id4407","",NA,"","","","1_of_1_in_tr130261 len=222 id=4407 tr=130261"
"1335","tr13027",0.999996720805347,0.127898926817743,0.105206145592109,NA,"salinity.id21705.tr13027","id21705","",NA,"","","","1_of_1_in_tr13027 len=223 id=21705 tr=13027"
"1336","tr130390",0.995950725890499,0.38476938278608,0.380194850986522,NA,"salinity.id16349.tr130390","id16349","",NA,"","","","1_of_1_in_tr130390 len=261 id=16349 tr=130390"
"1337","tr130428",0.999045739625088,0.234493061669412,0.214198183352432,NA,"salinity.id41710.tr130428","id41710","",NA,"","","","1_of_1_in_tr130428 len=225 id=41710 tr=130428"
"1338","tr130468",0.991024624408092,2.6114448975007,2.65861633536177,NA,"salinity.id573.tr130468","id573","",NA,"","","","1_of_1_in_tr130468 len=413 id=573 tr=130468"
"1339","tr130479",0.999490733340158,0.312865980293762,0.305262764126647,NA,"salinity.id21886.tr130479","id21886","",13,"extracted_CDS gene=isogroup27528 length=250 numContigs=1","","","1_of_1_in_tr130479 len=339 id=21886 tr=130479"
"1340","tr130491",0.965797124366755,3.20630716452911,3.46448908940117,NA,"salinity.id3749.tr130491","id3749","extracted_CDS length=393 region=3 run=R_2010_02_19_08_49_25_ xy=2673_3286",NA,"","","","1_of_1_in_tr130491 len=208 id=3749 tr=130491"
"1341","tr130496",0.999999954830408,29.7275948695746,4181.97397612734,NA,"salinity.id6688.tr130496","id6688","",NA,"","","","1_of_1_in_tr130496 len=206 id=6688 tr=130496"
"1342","tr130506",0.999930068450994,0.171293049988038,0.148461212157622,NA,"salinity.id10926.tr130506","id10926","extracted_CDS GOMatch=O97017 GOTerms=GO:0005216,GO:0005244,GO:0005245,GO:0005262,GO:0005891,GO:0006810,GO:0006811,GO:0006816,GO:0016020,GO:0016021,GO:0034765,GO:0051925,GO:0055085,GO:0070588 Gene=L-type_calcium_channel_alpha-1_subunit_ Match_Acc=O97017 gene=isogroup20757 length=366 numContigs=1",NA,"","","","1_of_1_in_tr130506 len=220 id=10926 tr=130506"
"1343","tr130569",0.99999993206852,29.0595112679565,4084.74202319415,NA,"salinity.id2529.tr130569","id2529","",19,"extracted_CDS GOMatch=A7RIC0 GOTerms=GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0006468 Gene=Eukaryotic_translation_initiation_factor_2-alpha_kinase_3_ Match_Acc=Q9NZJ5 gene=isogroup01751 length=1815 numContigs=1","","","1_of_1_in_tr130569 len=221 id=2529 tr=130569"
"1344","tr130575",0.999999979820541,31.0637620728106,4376.43788199373,NA,"salinity.id17976.tr130575","id17976","extracted_CDS GOMatch=A7T109 GOTerms=GO:0006071,GO:0006629,GO:0008081,GO:0008889 Gene=Glucose-6-phosphate_dehydrogenase_ Match_Acc=Q28DR1 gene=isogroup14559 length=454 numContigs=1",NA,"","","","1_of_1_in_tr130575 len=205 id=17976 tr=130575"
"1345","tr130586",0.981737614087608,0.370294362459466,0.359093540399331,NA,"salinity.id5215.tr130586","id5215","",NA,"","","","1_of_1_in_tr130586 len=248 id=5215 tr=130586"
"1346","tr130598",0.950299142112849,0.396029369337063,0.38372955964052,NA,"salinity.id5286.tr130598","id5286","",NA,"","","","1_of_1_in_tr130598 len=341 id=5286 tr=130598"
"1347","tr130611",0.999999934015501,0.0968558996093155,0.076387206554582,NA,"salinity.id14984.tr130611","id14984","",NA,"","","","1_of_1_in_tr130611 len=220 id=14984 tr=130611"
"1348","tr130630",0.999259838592162,5.96809156985431,7.36178970379716,NA,"salinity.id22589.tr130630","id22589","",NA,"","","","1_of_1_in_tr130630 len=232 id=22589 tr=130630"
"1349","tr130633",0.99928156299653,4.5962789271348,5.10120076831341,NA,"salinity.id14890.tr130633","id14890","",NA,"","","","1_of_1_in_tr130633 len=286 id=14890 tr=130633"
"1350","tr130739",0.999999999698152,38.4126816906087,5445.98936425886,NA,"salinity.id12585.tr130739","id12585","",NA,"","","","1_of_1_in_tr130739 len=231 id=12585 tr=130739"
"1351","tr130749",0.959745145650997,2.17327853528072,2.18615957809711,NA,"salinity.id28285.tr130749","id28285","",24,"extracted_CDS GOMatch=A7S4Q4 GOTerms=GO:0004872,GO:0005216,GO:0005524,GO:0006810,GO:0006811,GO:0016020,GO:0016021 Gene=P2X_purinoceptor_ Match_Acc=A7S4Q4 gene=isogroup04688 length=916 numContigs=1","","","3_of_3_in_tr130749 len=660 id=28285 tr=130749"
"1352","tr130749",0.959745145650997,2.17327853528072,2.18615957809711,NA,"salinity.id28283.tr130749","id28283","extracted_CDS GOMatch=A7S4Q4 GOTerms=GO:0004872,GO:0005216,GO:0005524,GO:0006810,GO:0006811,GO:0016020,GO:0016021 Gene=P2X_purinoceptor_ Match_Acc=A7S4Q4 gene=isogroup04688 length=916 numContigs=1",NA,"","","","1_of_3_in_tr130749 len=859 id=28283 tr=130749"
"1353","tr130749",0.959745145650997,2.17327853528072,2.18615957809711,NA,"salinity.id28284.tr130749","id28284","",NA,"","extracted_CDS GOMatch=A7S4Q4 GOTerms=GO:0004872,GO:0005216,GO:0005524,GO:0006810,GO:0006811,GO:0016020,GO:0016021 Gene=P2X_purinoceptor_ Match_Acc=A7S4Q4 gene=isogroup04688 length=916 numContigs=1","","2_of_3_in_tr130749 len=285 id=28284 tr=130749"
"1354","tr130771",0.999996676619836,6.58072151478093,7.45122749625097,NA,"salinity.id5360.tr130771","id5360","",NA,"","","","1_of_1_in_tr130771 len=258 id=5360 tr=130771"
"1355","tr130831",0.999931270470443,0.179080207565973,0.157719205009787,NA,"salinity.id14985.tr130831","id14985","",NA,"","","","1_of_1_in_tr130831 len=225 id=14985 tr=130831"
"1356","tr130839",0.986667247597178,2.81131288582638,2.90555959615439,NA,"salinity.id38564.tr130839","id38564","",NA,"","","","1_of_1_in_tr130839 len=293 id=38564 tr=130839"
"1357","tr13089",0.991923299454683,0.266003186407137,0.242019254423465,NA,"salinity.id38576.tr13089","id38576","",NA,"","","","1_of_1_in_tr13089 len=224 id=38576 tr=13089"
"1358","tr13093",0.999999639715888,26.3871768614845,3695.81421146137,NA,"salinity.id16569.tr13093","id16569","",NA,"","","","1_of_1_in_tr13093 len=218 id=16569 tr=13093"
"1359","tr130972",0.979805844385572,0.308989623925367,0.287882560991506,NA,"salinity.id28394.tr130972","id28394","",18,"extracted_CDS GOMatch=Q4S3T8 GOTerms=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020,GO:0016021 Gene=Protocadherin_Fat_4_ Match_Acc=Q6V0I7 gene=isogroup02338 length=1391 numContigs=1","","","1_of_1_in_tr130972 len=241 id=28394 tr=130972"
"1360","tr130981",0.990259433279594,0.218649080130595,0.183237843372154,NA,"salinity.id6672.tr130981","id6672","extracted_CDS GOMatch=D2H8M4 GOTerms=GO:0003677 Gene=SMF_protein_ Match_Acc=Q4W446 gene=isogroup08592 length=654 numContigs=1",NA,"","","","1_of_1_in_tr130981 len=218 id=6672 tr=130981"
"1361","tr13100",0.992689115821242,0.355439747045657,0.345700440713124,NA,"salinity.id18540.tr13100","id18540","",NA,"","","","1_of_1_in_tr13100 len=291 id=18540 tr=13100"
"1362","tr131083",0.999999151330175,25.0510096582484,3501.35030559498,NA,"salinity.id23702.tr131083","id23702","extracted_CDS Gene=Lipoxygenase_homology_domain-containing_protein_1_ Match_Acc=C8YR32 gene=isogroup29416 length=188 numContigs=1",NA,"","","","1_of_1_in_tr131083 len=299 id=23702 tr=131083"
"1363","tr131097",0.995833860335761,13.0255048291242,1751.17515279749,NA,"salinity.id993.tr131097","id993","",NA,"","","","1_of_1_in_tr131097 len=210 id=993 tr=131097"
"1364","tr131098",0.973060225471907,3.27678038131887,3.54320907756312,NA,"salinity.id6290.tr131098","id6290","",NA,"","","","1_of_1_in_tr131098 len=277 id=6290 tr=131098"
"1365","tr131107",0.999999639715888,26.3871768614845,3695.81421146137,NA,"salinity.id6852.tr131107","id6852","",NA,"","","","1_of_1_in_tr131107 len=271 id=6852 tr=131107"
"1366","tr131156",0.97131241976487,2.95180555729589,3.11306760151305,NA,"salinity.id8482.tr131156","id8482","extracted_CDS length=501 region=3 run=R_2010_02_19_08_49_25_ xy=2361_2148",NA,"","","","1_of_1_in_tr131156 len=253 id=8482 tr=131156"
"1367","tr131204",0.999448945916092,15.6978392355963,2140.10296453027,NA,"salinity.id3470.tr131204","id3470","",21,"extracted_CDS GOMatch=Q6IFU1 GOTerms=GO:0003676,GO:0003677,GO:0008270,GO:0015074 Gene=Pol_polyprotein_ Match_Acc=Q6IFU1 gene=isogroup11405 length=531 numContigs=1","","","1_of_1_in_tr131204 len=207 id=3470 tr=131204"
"1368","tr13121",0.999456838104998,3.08471386819197,3.14449402675564,NA,"salinity.id27262.tr13121","id27262","",NA,"","","","1_of_1_in_tr13121 len=663 id=27262 tr=13121"
"1369","tr131210",0.999999996965598,13.1807513878753,17.4500107867128,NA,"salinity.id16443.tr131210","id16443","",24,"extracted_CDS GOMatch=A7RN22 GOTerms=GO:0000166,GO:0005524,GO:0017111 Gene=RING_finger_protein_213_ Match_Acc=Q63HN8 gene=isogroup02914 length=1207 numContigs=1","","","1_of_1_in_tr131210 len=279 id=16443 tr=131210"
"1370","tr13122",1,0.0456952126048754,0.035612054670295,NA,"salinity.id4831.tr13122","id4831","",20,"extracted_CDS GOMatch=A7SMX4 GOTerms=GO:0016021 gene=isogroup06299 length=767 numContigs=1","","","1_of_1_in_tr13122 len=253 id=4831 tr=13122"
"1371","tr13124",0.999975976666396,6.94819729189798,8.33918647466175,NA,"salinity.id32712.tr13124","id32712","",NA,"","","","1_of_1_in_tr13124 len=322 id=32712 tr=13124"
"1372","tr131256",0.980105075700653,11.0212540242702,1459.47929399791,NA,"salinity.id19850.tr131256","id19850","",NA,"","","","1_of_1_in_tr131256 len=219 id=19850 tr=131256"
"1373","tr131279",0.999999998666696,35.7403472841366,5057.06155252609,NA,"salinity.id7098.tr131279","id7098","",NA,"","","","1_of_1_in_tr131279 len=252 id=7098 tr=131279"
"1374","tr131289",0.999999109141099,8.35066760288136,10.0696252332254,NA,"salinity.id11076.tr131289","id11076","extracted_CDS GOMatch=C3YQU6 GOTerms=GO:0004721,GO:0004725,GO:0006470,GO:0016311,GO:0016787,GO:0016791,GO:0035335 Gene=Dscam_ Match_Acc=Q9NBA1 gene=isogroup11046 length=547 numContigs=1",NA,"","","","1_of_1_in_tr131289 len=234 id=11076 tr=131289"
"1375","tr131298",0.976524654253274,2.84682411505703,2.97036140302781,NA,"salinity.id13225.tr131298","id13225","",27,"extracted_CDS GOMatch=A7SKU9 GOTerms=GO:0003824,GO:0008152,GO:0030151,GO:0030170 Gene=MOSC_domain-containing_protein_2,_mitochondrial_ Match_Acc=Q1LZH1 gene=isogroup03647 length=1070 numContigs=1","","","1_of_1_in_tr131298 len=300 id=13225 tr=131298"
"1376","tr131303",0.999999999921841,0.0571297496541574,0.0389802737777025,NA,"salinity.id9872.tr131303","id9872","",NA,"","","","1_of_1_in_tr131303 len=277 id=9872 tr=131303"
"1377","tr131373",0.99904756229223,3.13772873729687,3.21890510514515,NA,"salinity.id24627.tr131373","id24627","",NA,"","","","1_of_1_in_tr131373 len=351 id=24627 tr=131373"
"1378","tr131408",0.999921001770147,18.3701736420683,2529.03077626304,NA,"salinity.id4357.tr131408","id4357","",NA,"","","","1_of_1_in_tr131408 len=245 id=4357 tr=131408"
"1379","tr131440",0.998528470407433,0.218512071990634,0.193556559475727,NA,"salinity.id8487.tr131440","id8487","",NA,"","","","1_of_1_in_tr131440 len=212 id=8487 tr=131440"
"1380","tr131454",0.995639322095783,3.70530825775954,3.99754953595167,NA,"salinity.id2747.tr131454","id2747","",NA,"","","","1_of_1_in_tr131454 len=242 id=2747 tr=131454"
"1381","tr131470",0.999996158101926,0.11946153083035,0.0947165717277356,NA,"salinity.id9592.tr131470","id9592","",23,"extracted_CDS length=350 region=3 run=R_2010_02_19_08_49_25_ xy=2236_2673","","","1_of_1_in_tr131470 len=230 id=9592 tr=131470"
"1382","tr131501",0.989112255286513,0.233413154734375,0.2007759965276,NA,"salinity.id3611.tr131501","id3611","",NA,"","","","1_of_1_in_tr131501 len=282 id=3611 tr=131501"
"1383","tr131539",0.993772117972485,3.52626933188265,3.77969053719477,NA,"salinity.id5052.tr131539","id5052","",NA,"","","","1_of_1_in_tr131539 len=247 id=5052 tr=131539"
"1384","tr131568",0.999991788785992,4.22810786630722,4.37928249317721,NA,"salinity.id32214.tr131568","id32214","",NA,"","","","1_of_1_in_tr131568 len=544 id=32214 tr=131568"
"1385","tr131635",0.998057232362709,4.14991247934809,4.55199476841532,NA,"salinity.id6096.tr131635","id6096","",15,"extracted_CDS GOMatch=A7SFG5 GOTerms=GO:0016020,GO:0016021 Gene=Fas_apoptotic_inhibitory_molecule_2_ Match_Acc=B0X8G1 gene=isogroup10838 length=556 numContigs=1","","","1_of_1_in_tr131635 len=249 id=6096 tr=131635"
"1386","tr131756",0.999459840117958,0.304230076432113,0.295500306783832,NA,"salinity.id431.tr131756","id431","",NA,"","","","1_of_1_in_tr131756 len=205 id=431 tr=131756"
"1387","tr131759",0.994514277648427,0.31981480830106,0.306353036949658,NA,"salinity.id16857.tr131759","id16857","",NA,"","","","1_of_1_in_tr131759 len=246 id=16857 tr=131759"
"1388","tr131793",0.999226478734366,0.274734655126502,0.261324906647445,NA,"salinity.id10465.tr131793","id10465","",NA,"","","","1_of_1_in_tr131793 len=251 id=10465 tr=131793"
"1389","tr131827",0.992482081492132,0.25625668356809,0.230769074637606,NA,"salinity.id11864.tr131827","id11864","",66,"extracted_CDS GOMatch=Q8IU34 GOTerms=GO:0005319,GO:0006869 Gene=Vitellogenin_ Match_Acc=Q8IU34 gene=isogroup01416 length=4871 numContigs=1","","","1_of_1_in_tr131827 len=270 id=11864 tr=131827"
"1390","tr131830",0.999992791995199,0.142389840374693,0.120479793110518,NA,"salinity.id1296.tr131830","id1296","",39,"extracted_CDS GOMatch=A7SBP4 GOTerms=GO:0000413,GO:0003755,GO:0006457,GO:0016853 Gene=Peptidyl-prolyl_cis-trans_isomerase_ Match_Acc=A7SBP4 gene=isogroup18212 length=397 numContigs=1","","","1_of_1_in_tr131830 len=215 id=1296 tr=131830"
"1391","tr131851",0.9999507949354,19.0382572436864,2626.26272919624,NA,"salinity.id1627.tr131851","id1627","",NA,"","","","1_of_1_in_tr131851 len=201 id=1627 tr=131851"
"1392","tr131869",0.9936710966007,3.52197624473464,3.7749667915632,NA,"salinity.id12942.tr131869","id12942","",NA,"","","","1_of_1_in_tr131869 len=304 id=12942 tr=131869"
"1393","tr131883",0.999663444307066,16.3659228372142,2237.33491746346,NA,"salinity.id7091.tr131883","id7091","",NA,"","","","1_of_1_in_tr131883 len=292 id=7091 tr=131883"
"1394","tr131891",0.961469665162579,0.422903707377755,0.415324602784169,NA,"salinity.id12499.tr131891","id12499","",NA,"","","","1_of_1_in_tr131891 len=237 id=12499 tr=131891"
"1395","tr131903",0.995318165344764,0.319628649864681,0.306709019322999,NA,"salinity.id45498.tr131903","id45498","",NA,"","","","1_of_1_in_tr131903 len=307 id=45498 tr=131903"
"1396","tr131934",0.999999988656658,7.44361734682218,8.13968995304556,NA,"salinity.id9865.tr131934","id9865","",NA,"","","","1_of_1_in_tr131934 len=423 id=9865 tr=131934"
"1397","tr131938",0.999999999996747,47.0977685116429,6710.00475239039,NA,"salinity.id9948.tr131938","id9948","extracted_CDS GOMatch=A7SVV3 GOTerms=GO:0005488 gene=isogroup29118 length=200 numContigs=1",NA,"","","","1_of_1_in_tr131938 len=285 id=9948 tr=131938"
"1398","tr131953",0.99606894838382,0.283173091533037,0.265502209643177,NA,"salinity.id2008.tr131953","id2008","",NA,"","","","1_of_1_in_tr131953 len=209 id=2008 tr=131953"
"1399","tr131955",0.991104174619518,0.410335137964357,0.406462877156552,NA,"salinity.id36620.tr131955","id36620","",NA,"","","","1_of_1_in_tr131955 len=454 id=36620 tr=131955"
"1400","tr131975",0.952819502080687,0.402049640013865,0.390846482923306,NA,"salinity.id13715.tr131975","id13715","",NA,"","","","1_of_1_in_tr131975 len=213 id=13715 tr=131975"
"1401","tr131978",0.999676343137628,4.8447406789044,5.38454684571731,NA,"salinity.id23599.tr131978","id23599","",NA,"","","","1_of_1_in_tr131978 len=346 id=23599 tr=131978"
"1402","tr131988",0.999929113712,0.232305664980536,0.219149907871109,NA,"salinity.id2293.tr131988","id2293","",NA,"","","","1_of_1_in_tr131988 len=226 id=2293 tr=131988"
"1403","tr13200",0.998269796288264,2.66482000447347,2.6877560516606,NA,"salinity.id1425.tr13200","id1425","",NA,"","","","1_of_1_in_tr13200 len=592 id=1425 tr=13200"
"1404","tr132011",0.993115386834035,0.328336086040665,0.315227563922627,NA,"salinity.id16066.tr132011","id16066","extracted_CDS gene=isogroup11738 length=524 numContigs=1",NA,"","","","1_of_1_in_tr132011 len=207 id=16066 tr=132011"
"1405","tr132016",0.999787264200804,6.05571618490857,7.23799817375759,NA,"salinity.id10172.tr132016","id10172","extracted_CDS GOMatch=Q5U249 GOTerms=GO:0003677,GO:0005634,GO:0005643,GO:0006810,GO:0015031,GO:0051028,GO:0055085 Gene=Ahctf1_protein_ Match_Acc=B2GUJ0 length=460 region=2 run=R_2010_02_19_08_49_25_ xy=1416_1760",NA,"","","","1_of_1_in_tr132016 len=228 id=10172 tr=132016"
"1406","tr132078",0.999995291246923,0.154059337273372,0.135191366874577,NA,"salinity.id11577.tr132078","id11577","",NA,"","","","1_of_1_in_tr132078 len=255 id=11577 tr=132078"
"1407","tr132097",0.999999979820541,31.0637620728106,4376.43788199373,NA,"salinity.id2551.tr132097","id2551","",NA,"","","","1_of_1_in_tr132097 len=247 id=2551 tr=132097"
"1408","tr132106",0.999998689782536,24.3829260566304,3404.11835266179,NA,"salinity.id20565.tr132106","id20565","",28,"extracted_CDS GOMatch=A7SBU0 GOTerms=GO:0004252,GO:0006508,GO:0008233,GO:0008236,GO:0016787 Gene=PC3-like_endoprotease_variant_A_ Match_Acc=P29146 gene=isogroup07480 length=714 numContigs=1","","","1_of_1_in_tr132106 len=245 id=20565 tr=132106"
"1409","tr132112",0.966473610484617,0.447310339242855,0.443308389260252,NA,"salinity.id2136.tr132112","id2136","",NA,"","","","1_of_1_in_tr132112 len=424 id=2136 tr=132112"
"1410","tr132133",0.999971052595389,3.49260453594506,3.55299181265871,NA,"salinity.id24311.tr132133","id24311","",NA,"","","","1_of_1_in_tr132133 len=793 id=24311 tr=132133"
"1411","tr132147",0.988714960189982,3.44297077782531,3.70687301545385,NA,"salinity.id828.tr132147","id828","",NA,"","","","1_of_1_in_tr132147 len=248 id=828 tr=132147"
"1412","tr132196",0.993747227362243,0.315487343193645,0.300913757198186,NA,"salinity.id15928.tr132196","id15928","extracted_CDS GOMatch=A7RQT5 GOTerms=GO:0004871,GO:0004872,GO:0004930,GO:0007165,GO:0007186,GO:0016021 Gene=Dopamine_receptor_ Match_Acc=Q5TLF1 length=431 region=3 run=R_2010_02_19_08_49_25_ xy=2392_1810",NA,"","","","1_of_1_in_tr132196 len=209 id=15928 tr=132196"
"1413","tr132247",0.999549532657919,0.24536913048325,0.229302695827329,NA,"salinity.id10208.tr132247","id10208","",NA,"","","","1_of_1_in_tr132247 len=268 id=10208 tr=132247"
"1414","tr132256",0.998365574938771,3.12625949546681,3.21961226445507,NA,"salinity.id8436.tr132256","id8436","",NA,"","","","1_of_1_in_tr132256 len=465 id=8436 tr=132256"
"1415","tr132272",0.980105075700653,11.0212540242702,1459.47929399791,NA,"salinity.id39576.tr132272","id39576","",NA,"","","","1_of_1_in_tr132272 len=202 id=39576 tr=132272"
"1416","tr13228",0.999999947393261,0.0767176460695135,0.0526930861744303,NA,"salinity.id8905.tr13228","id8905","extracted_CDS GOMatch=C3YK52 GOTerms=GO:0004143,GO:0007205,GO:0035556 Gene=Diacylglycerol_kinase_delta_ Match_Acc=Q16760 gene=isogroup26765 length=263 numContigs=1",NA,"","","","1_of_1_in_tr13228 len=229 id=8905 tr=13228"
"1417","tr13235",0.999999998052768,35.0722636825185,4959.82959959289,NA,"salinity.id21228.tr13235","id21228","",NA,"","","","1_of_1_in_tr13235 len=284 id=21228 tr=13235"
"1418","tr132356",0.962432312765715,0.40703522170171,0.397566505519661,NA,"salinity.id2778.tr132356","id2778","",NA,"","","","1_of_1_in_tr132356 len=231 id=2778 tr=132356"
"1419","tr132396",0.999980641518019,20.3744244469224,2820.72663506263,NA,"salinity.id10047.tr132396","id10047","extracted_CDS GOMatch=A7SMK0 GOTerms=GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0030528,GO:0043565 gene=isogroup22836 length=336 numContigs=1",NA,"","","","1_of_1_in_tr132396 len=230 id=10047 tr=132396"
"1420","tr132397",0.999369296352287,0.306936386134024,0.298162238534297,NA,"salinity.id17916.tr132397","id17916","",NA,"","","","1_of_1_in_tr132397 len=345 id=17916 tr=132397"
"1421","tr132485",0.999806418162158,6.55757901777033,8.11664599497856,NA,"salinity.id5264.tr132485","id5264","extracted_CDS GOMatch=C3ZSY2 GOTerms=GO:0003779,GO:0005488,GO:0016043,GO:0017048,GO:0030036 Gene=Inverted_formin-2_ Match_Acc=Q6NTV6 gene=isogroup01057 length=541 numContigs=2",NA,"","","","1_of_1_in_tr132485 len=269 id=5264 tr=132485"
"1422","tr132517",0.997068350446197,0.34363300488879,0.335247899611191,NA,"salinity.id1747.tr132517","id1747","",NA,"","","","1_of_1_in_tr132517 len=385 id=1747 tr=132517"
"1423","tr132520",0.999793412690662,17.0340064388323,2334.56687039666,NA,"salinity.id24769.tr132520","id24769","",NA,"","","","1_of_1_in_tr132520 len=210 id=24769 tr=132520"
"1424","tr132551",0.987325576029341,11.5958059216616,1543.09877352046,NA,"salinity.id28678.tr132551","id28678","",NA,"","","","1_of_1_in_tr132551 len=203 id=28678 tr=132551"
"1425","tr132568",0.999954337757943,8.88571239274243,12.5679112168406,NA,"salinity.id38329.tr132568","id38329","",NA,"","","","1_of_1_in_tr132568 len=273 id=38329 tr=132568"
"1426","tr132577",0.998645035387202,6.95854269345077,9.74085807682132,NA,"salinity.id38272.tr132577","id38272","",NA,"","","","1_of_2_in_tr132577 len=239 id=38272 tr=132577"
"1427","tr132577",0.998645035387202,6.95854269345077,9.74085807682132,NA,"salinity.id38273.tr132577","id38273","",NA,"","","","2_of_2_in_tr132577 len=257 id=38273 tr=132577"
"1428","tr132581",0.992921543421935,0.332164670697402,0.319483087741923,NA,"salinity.id39113.tr132581","id39113","",34,"extracted_CDS GOMatch=A7RIX4 GOTerms=GO:0003676,GO:0003677,GO:0004386,GO:0005524,GO:0016817 Gene=INO80_homolog_(S._cerevisiae)_ Match_Acc=A2AQP9 gene=isogroup13997 length=463 numContigs=1","","","1_of_1_in_tr132581 len=259 id=39113 tr=132581"
"1429","tr132611",0.994546836087911,3.26464543023011,3.43206926269369,NA,"salinity.id23744.tr132611","id23744","",36,"extracted_CDS GOMatch=A7S3T4 GOTerms=GO:0003333,GO:0006810,GO:0006865,GO:0015171,GO:0016020,GO:0016021,GO:0055085 Gene=B(0,+)-type_amino_acid_transporter_1_ Match_Acc=P82252 gene=isogroup02406 length=1362 numContigs=1","","","1_of_1_in_tr132611 len=399 id=23744 tr=132611"
"1430","tr132613",0.967190702593661,0.340113890920601,0.321569721241165,NA,"salinity.id5044.tr132613","id5044","",NA,"","","","1_of_1_in_tr132613 len=232 id=5044 tr=132613"
"1431","tr132629",0.992051318824317,2.87511725782807,2.96595737858046,NA,"salinity.id466.tr132629","id466","",NA,"","","","1_of_1_in_tr132629 len=359 id=466 tr=132629"
"1432","tr132659",0.996425016122031,4.0993554235956,4.53450861350559,NA,"salinity.id24965.tr132659","id24965","",NA,"","","","1_of_1_in_tr132659 len=349 id=24965 tr=132659"
"1433","tr132665",0.999793412690662,17.0340064388323,2334.56687039666,NA,"salinity.id32752.tr132665","id32752","",NA,"","","","1_of_1_in_tr132665 len=210 id=32752 tr=132665"
"1434","tr132679",0.999969880900162,4.64751916081598,4.94888442437704,NA,"salinity.id38202.tr132679","id38202","",NA,"","","","1_of_1_in_tr132679 len=287 id=38202 tr=132679"
"1435","tr132716",0.982047450923827,3.12130246032334,3.30751616027558,NA,"salinity.id11323.tr132716","id11323","",NA,"","","","1_of_1_in_tr132716 len=236 id=11323 tr=132716"
"1436","tr132718",0.999920338541701,0.250010907102799,0.238917121934316,NA,"salinity.id9402.tr132718","id9402","",NA,"","","","1_of_1_in_tr132718 len=419 id=9402 tr=132718"
"1437","tr132730",0.999999784191632,0.190619128940814,0.181869896406442,NA,"salinity.id49848.tr132730","id49848","",40,"extracted_CDS GOMatch=A7RG86 GOTerms=GO:0003735,GO:0005622,GO:0005840,GO:0006412 Gene=Ribosomal_protein_S26,_putative_ Match_Acc=B7QG34 gene=isogroup13357 length=476 numContigs=1","","","1_of_1_in_tr132730 len=254 id=49848 tr=132730"
"1438","tr132731",0.967876342573905,2.48881896906478,2.546924164644,NA,"salinity.id36026.tr132731","id36026","extracted_CDS GOMatch=A7RL88 GOTerms=GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0006468 Gene=SPS1/STE20-related_protein_kinase_YSK4_ Match_Acc=Q56UN5 gene=isogroup03774 length=1054 numContigs=1",NA,"","","","1_of_1_in_tr132731 len=328 id=36026 tr=132731"
"1439","tr132732",0.999989247684218,0.153698998182381,0.132836381461738,NA,"salinity.id30262.tr132732","id30262","",NA,"","","","1_of_1_in_tr132732 len=216 id=30262 tr=132732"
"1440","tr132764",0.997506249851656,13.6935884307422,1848.40710573069,NA,"salinity.id11787.tr132764","id11787","",NA,"","","","1_of_1_in_tr132764 len=214 id=11787 tr=132764"
"1441","tr132796",0.976564473239025,3.00314414656384,3.16864788679504,NA,"salinity.id6198.tr132796","id6198","",NA,"","","","1_of_1_in_tr132796 len=322 id=6198 tr=132796"
"1442","tr132816",0.966384658644993,2.76246979520435,2.88036447551247,NA,"salinity.id7563.tr132816","id7563","",NA,"","","","1_of_1_in_tr132816 len=288 id=7563 tr=132816"
"1443","tr132840",0.999448958030901,0.226179930587323,0.206410535245497,NA,"salinity.id865.tr132840","id865","",NA,"","","","1_of_1_in_tr132840 len=235 id=865 tr=132840"
"1444","tr132869",0.983389796655459,3.4177268148984,3.70064905388703,NA,"salinity.id9016.tr132869","id9016","",NA,"","","","1_of_1_in_tr132869 len=222 id=9016 tr=132869"
